organisasjonsnummer,navn,organisasjonsform.kode,organisasjonsform.beskrivelse,naeringskode1.kode,naeringskode1.beskrivelse,naeringskode2.kode,naeringskode2.beskrivelse,naeringskode3.kode,naeringskode3.beskrivelse,hjelpeenhetskode.kode,hjelpeenhetskode.beskrivelse,harRegistrertAntallAnsatte,antallAnsatte,hjemmeside,postadresse.adresse,postadresse.poststed,postadresse.postnummer,postadresse.kommune,postadresse.kommunenummer,postadresse.land,postadresse.landkode,forretningsadresse.adresse,forretningsadresse.poststed,forretningsadresse.postnummer,forretningsadresse.kommune,forretningsadresse.kommunenummer,forretningsadresse.land,forretningsadresse.landkode,institusjonellSektorkode.kode,institusjonellSektorkode.beskrivelse,sisteInnsendteAarsregnskap,registreringsdatoenhetsregisteret,stiftelsesdato,registrertIMvaRegisteret,frivilligMvaRegistrertBeskrivelser,registrertIFrivillighetsregisteret,registrertIForetaksregisteret,registrertIStiftelsesregisteret,konkurs,konkursdato,underAvvikling,underAvviklingDato,underTvangsavviklingEllerTvangsopplosning,tvangsopplostPgaManglendeDagligLederDato,tvangsopplostPgaManglendeRevisorDato,tvangsopplostPgaManglendeRegnskapDato,tvangsopplostPgaMangelfulltStyreDato,tvangsavvikletPgaManglendeSlettingDato,overordnetEnhet,maalform,vedtektsdato,vedtektsfestetFormaal,aktivitet
"930785148","CHILLME AS","AS","Aksjeselskap","47.990","Detaljhandel utenom utsalgssted ellers","","","","","","","false","","","","","","","","","","Almåshaugane 40","HYLKJE","5109","BERGEN","4601","Norge","NO","2100","Private aksjeselskaper mv.","","2023-02-07","2023-01-04","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2023-01-04","Selge varer og tjenester innen kosttilskudd og kosmetikk - og annet som naturlig sammenfaller med dette - samt deltakelse i andre selskaper, investeringer og nærliggende virksomhet.","Selge varer og tjenester innen kosttilskudd og kosmetikk - og annet som naturlig sammenfaller med dette - samt deltakelse i andre selskaper, investeringer og nærliggende virksomhet."
"988379093","LIBMED AS","AS","Aksjeselskap","86.211","Allmenn legetjeneste","","","","","","","true","","","","","","","","","","Holbergs gate 15","SANDNES","4306","SANDNES","1108","Norge","NO","2100","Private aksjeselskaper mv.","2022","2005-06-29","2005-06-14","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2005-06-14","Legevirksomhet med formål å drive helsetjeneste, salg, forskning, informasjon og konsulentvirksomhet, investering og utleie samt hva hermed står i forbindelse, herunder å delta i andre selskaper med lignende virksomhet.","Legevirksomhet med formål å drive helsetjeneste, salg, forskning, informasjon og konsulentvirksomhet, investering og utleie samt hva hermed står i forbindelse, herunder å delta i andre selskaper med lignende virksomhet."
"979907109","BJØRNAR STRØMSHOLM","ENK","Enkeltpersonforetak","62.020","Konsulentvirksomhet tilknyttet informasjonsteknologi","","","","","","","false","","","","","","","","","","Ullernchausséen 120J","OSLO","0284","OSLO","0301","Norge","NO","8200","Personlig næringsdrivende","","1998-06-23","","true","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Konsulentvirksomhet tilknyttet Internett, datasystemer og programvare. Konsulenttjenester tilknyttet design og mediekommunikasjon. Utøvende artistvirksomhet."
"984331584","ABERIA UNG AS","AS","Aksjeselskap","87.901","Institusjoner innen barne- og ungdomsvern","87.302","Bofellesskap for eldre og funksjonshemmede med fast tilknyttet personell hele døgnet","","","","","true","565","www.aberia.no","","","","","","","","Ekholtveien 114","MOSS","1526","MOSS","3103","Norge","NO","2100","Private aksjeselskaper mv.","2022","2002-03-21","2002-02-09","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2022-08-24","Selskapet har utelukkende et sosialt formål og arbeider for fellesskapets beste. Hovedmålgruppen er barn, unge og voksne med komplekse behov som skyldes medfødt eller påførte psykiske, sosiale eller helsemessige utfordringer. Selskapet jobber for trygge oppvekstsvilkår, livskvalitet og mestring gjennom bruk av forskningsbasert kunnskap, kompetente ansatte, brukermedvirkning og egnede boenheter. Selskapet sitt arbeidsmiljø preges av inkludering, engasjement og likeverd. Selskapet har ikke til formål å skaffe aksjonærer økonomisk utbytte. Et eventuelt overskudd skal reinvesteres i aktivitet som oppfyller organisasjonens sosiale forhold. Kvalitetsutvikling i tjenestene, kompetanseutvikling for ansatte og utvikling av nye bokonsepter er sentrale målsettinger i selskapet sin videreutvikling. Dersom selskapet omgjøres fra ideell til annen virksomhet, eller ved oppløsning, avvikling eller liknende, skal selskapet disponere overskuddet i tråd med selskapets formål som ideell. Selskapet utviser et viktig samfunnsansvar gjennom å bidra med kunnskap om miljø og bærekraft til tjenestemottakere, ansatte og ledere og har et sterkt fokus på bærekraft i operativ drift. Selskapet skal ha sin tilhørighet i og skatte til Norge.","Drift av barnevernsinstitusjon, herunder tiltak for ungdom, familiehjem samt eie og drift av fast eiendom."
"927531879","BE RAW AS","AS","Aksjeselskap","46.421","Engroshandel med klær","","","","","","","false","","","","","","","","","","Knardalpynten 13","HALDEN","1769","HALDEN","3101","Norge","NO","2100","Private aksjeselskaper mv.","2022","2021-08-12","2021-06-18","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2024-01-03","Kjøp, salg og design av klær og interiør, samt eie av aksjer og andre verdipapirer, og alt som naturlig står i forbindelse med dette.","Selskapet designer klær, importerer klær og tilbehør for videresalg i privatmarkedet."
"992593148","BETTER GLOBE AS","AS","Aksjeselskap","82.990","Annen forretningsmessig tjenesteyting ikke nevnt annet sted","","","","","","","true","","betterglobe.com","Postboks 410","MOSS","1502","MOSS","3103","Norge","NO","Åsfaret 1","DILLING","1570","MOSS","3103","Norge","NO","2100","Private aksjeselskaper mv.","2022","2008-04-28","2008-01-22","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2020-10-10","Formidling av Crowd funding av trær og donasjonspakker, med formål å plante trær i Afrika for fattigdomsbekjempelse, samt gi support til skolebygging og utdannelse for fattige barn, i tillegg til å hindre global oppvarming.","Annen forretningsmessig tjenesteyting ikke nevnt annet sted."
"925552682","NILIA HERSDAL","ENK","Enkeltpersonforetak","90.031","Selvstendig kunstnerisk virksomhet innen visuell kunst","","","","","","","false","","","","","","","","","","Kolleveien 2","LARVIK","3259","LARVIK","3909","Norge","NO","8200","Personlig næringsdrivende","","2020-08-28","","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Drift av egen kunstnerisk praksis. Dette innebærer produksjon, salg, markedsføring o.l. av egen visuell kunst."
"993049166","SA SALG AS","AS","Aksjeselskap","80.200","Tjenester tilknyttet vakttjenester","","","","","82.202","Telefonsalg","true","126","","Postboks 113 Grefsen","OSLO","0409","OSLO","0301","Norge","NO","Vitaminveien 1A","OSLO","0485","OSLO","0301","Norge","NO","2100","Private aksjeselskaper mv.","2022","2008-09-04","2008-08-27","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2008-08-27","Ansettelse og opplæring av selgere for-på vegne av andre selskaper- å selge varer og tjenester.","Dørsalg og telefonsalg herunder messer og stands."
"976842669","HEMSEDAL HYTTE- OG FERIEPARK AS","AS","Aksjeselskap","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","true","","","","","","","","","","Lykkjavegen 39A","HEMSEDAL","3560","HEMSEDAL","3326","Norge","NO","2100","Private aksjeselskaper mv.","2022","1996-10-23","1996-09-27","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2022-07-27","Erverve/leie nødvendig grunn for bygging av utleiehytter og drive utleie av egne og andres hytter og av annen fast eiendom, utleie av sportsutstyr og drive handels- og serverings- virksomhet, alt med sikte på å styrke inntekts- grunnlaget for de landbrukseiendommer som avstår grunn.","Utleie av hytter."
"928427242","SKOM II AS","AS","Aksjeselskap","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","","","","","","","","","Rådhusgaten 22","JØRPELAND","4100","STRAND","1130","Norge","NO","2100","Private aksjeselskaper mv.","2022","2021-12-22","2021-10-11","true","Utleier av bygg eller anlegg","false","true","false","false","","false","","false","","","","","","","Bokmål","2021-10-11","Utleie av fast eiendom, samt hva herved står i forbindelse, herunder deltakelse i andre selskap.","Utleie av fast eiendom."
"989026569","GUAHLOS HOLDING AS","AS","Aksjeselskap","00.000","Uoppgitt","","","","","","","true","","","","","","","","","","Thorsholmen 26","SANDEFJORD","3209","SANDEFJORD","3907","Norge","NO","2100","Private aksjeselskaper mv.","2022","2006-01-21","2005-11-29","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2022-12-06","Deltagelse i selskap og virksomheter, kjøp og salg av fast eiendom og alt hva dermed står i forbindelse.","Eie aksjer og drive med eiendom."
"916291698","FAST WINE AS","AS","Aksjeselskap","46.341","Engroshandel med vin og brennevin","","","","","","","true","","","","","","","","","","Damveien 8","HYGGEN","3442","ASKER","3203","Norge","NO","2100","Private aksjeselskaper mv.","2022","2015-11-25","2015-11-10","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2015-11-10","Engroshandel med vin og brennevin.","Engroshandel med vin og brennevin."
"981821297","INGRID JØRGENSEN","ENK","Enkeltpersonforetak","90.012","Utøvende kunstnere og underholdningsvirksomhet innen scenekunst","","","","","","","false","","","","","","","","","","Westye Egebergs gate 2B","OSLO","0177","OSLO","0301","Norge","NO","8200","Personlig næringsdrivende","","2000-04-12","","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Skuespiller, forfatter og komponist."
"932511371","JENNY STRØM BJØRNTVEDT","ENK","Enkeltpersonforetak","72.200","Forskning og utviklingsarbeid innen samfunnsvitenskap og humanistiske fag","","","","","","","false","","","","","","","","","","Lybekkveien 48B","OSLO","0770","OSLO","0301","Norge","NO","8200","Personlig næringsdrivende","","2023-11-23","","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Sosiologisk forskning."
"922753512","HALLBJØNNSEKKTJØNNI HYTTEFELT VELL FORENING.","FLI","Forening/lag/innretning","94.991","Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted","","","","","","","false","","","Sandgata 4","SKIEN","3720","SKIEN","4003","Norge","NO","c/o Lunde/nVistad nordre 32","DALEN","3880","TOKKE","4034","Norge","NO","7000","Ideelle organisasjoner","","2020-08-31","2019-04-18","false","","true","false","false","false","","false","","false","","","","","","","Bokmål","","","Hyttevelforening for felles kontaktpunkt overfor kommuner eller andre.  "
"971340169","ROGALAND UNGE HØYRE","FLI","Forening/lag/innretning","94.920","Partipolitiske organisasjoner","","","","","","","true","","www.ungehoyre.no/fylke/rogaland/","Postboks 23 sentrum","STAVANGER","4001","STAVANGER","1103","Norge","NO","Skagenkaien 1","STAVANGER","4006","STAVANGER","1103","Norge","NO","7000","Ideelle organisasjoner","","1995-02-20","1965-05-02","false","","true","false","false","false","","false","","false","","","","","","","Bokmål","","Hovedoppgaven er å overvåke og samordne lokalforeningens virksomhet, og ta initiativet til å danne nye lokalforeninger inen fylket.","Hovedoppgaven er å overvåke og samordne lokalforeningens virksomhet, og ta initiativet til å danne nye lokalforeninger inen fylket."
"993879770","DELIKATEMATGAVER EMIL SHAMLOO","ENK","Enkeltpersonforetak","53.200","Andre post- og budtjenester","","","","","","","false","","www.delikatematgaver.no","","","","","","","","Johan Castbergs vei 15C","OSLO","0673","OSLO","0301","Norge","NO","8200","Personlig næringsdrivende","","2009-03-19","","true","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Levering og utsending av matgaver over hele Norge gjennom www.delikatematgaver.no."
"989094904","LANGEBRU AS","AS","Aksjeselskap","64.308","Familieeide egeninvesteringsselskaper","","","","","","","false","","","","","","","","","","Madserud allé 16","OSLO","0274","OSLO","0301","Norge","NO","4900","Øvrige finansielle foretak unntatt forsikring","2022","2005-12-28","2005-12-07","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2016-02-17","Handel med og investering i fast eiendom, verdipapirer og andre formuesobjekter, herunder deltagelse i andre selskaper med lignende virksomhet.","Handel med og investering i fast eiendom, verdipapirer og andre formuesobjekter, herunder deltagelse i andre selskaper med lignende virksomhet."
"927440601","RANNEI SÆTEREN","ENK","Enkeltpersonforetak","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","","","","","","","","","Gardåråket 6","OPPDAL","7346","OPPDAL","5021","Norge","NO","8200","Personlig næringsdrivende","","2021-07-21","","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Utleie av eiendom - fritidsbolig. Salg av egenprodusert ved. Maskinutleie, herunder med brøyting av veg og fres."
"820615662","KAFFE 378 AS","AS","Aksjeselskap","46.694","Engroshandel med maskiner og utstyr til handel, transport og tjenesteyting ellers","","","","","70.100","Hovedkontortjenester","false","","","","","","","","","","Liavegen 27","NYBORG","5132","BERGEN","4601","Norge","NO","2100","Private aksjeselskaper mv.","2022","2018-03-20","2018-02-06","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2018-10-15","Investeringsvirksomhet og alt som hermed måtte stå i forbindelse, herunder deltakelse i andre foretak gjennom aksjeerverv.","Investering og eierskap av aksjer og andeler i andre selskaper, samt deltagelse i og drift av andre selskaper."
"920156495","ANANKI AS","AS","Aksjeselskap","62.010","Programmeringstjenester","","","","","","","true","","","","","","","","","","c/o Mesh/nTordenskiolds gate 2","OSLO","0160","OSLO","0301","Norge","NO","2100","Private aksjeselskaper mv.","2022","2017-12-20","2017-11-22","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2023-05-09","Spill og opplevelser.","Lage spill og opplevelser som vi kan selge i forskjellige formater. Som bi-produkt av spillene og opplevelsene vil det skapes noen produkter i form av spill-assets, tutorials og lignende."
"925297410","CAMILLA MARTINUSSEN","ENK","Enkeltpersonforetak","01.430","Oppdrett av hester og andre dyr av hestefamilien","","","","","","","false","","","","","","","","","","Hamnesveien 52","SANDNESSJØEN","8804","ALSTAHAUG","1820","Norge","NO","8200","Personlig næringsdrivende","","2020-07-27","","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","","","Jordbruksvirksomhet med hest og aktiviteter i naturlig tilknytning. Produksjon av grovfor, salg av kraftfor/strø, oppstalling, kjøp/salg av hest, oppdrett, trening av hest, undervisning, utleie av anlegg."
"965766065","TORE NERGÅRD","ENK","Enkeltpersonforetak","49.410","Godstransport på vei","","","","","","","true","","","","","","","","","","Huldreveien 17","RENA","2450","ÅMOT","3422","Norge","NO","8200","Personlig næringsdrivende","","1995-03-12","","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","","","Lastebiltransport."
"990010625","KM ENERGY AS","AS","Aksjeselskap","71.129","Annen teknisk konsulentvirksomhet","","","","","","","false","","","C/O Henning Hverven/nMaries vei 34","HØVIK","1363","BÆRUM","3201","Norge","NO","Maries vei 34","HØVIK","1363","BÆRUM","3201","Norge","NO","2100","Private aksjeselskaper mv.","2022","2006-07-18","2006-06-27","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2015-04-29","Handel og konsulentvirksomhet. Investering i verdipapirer og eiendom i inn- og utland, samt alt hva hermed står i forbindelse.","Konsulentvirksomhet/fornybar energi."
"816906482","TJØME TREFELLING OG MARITIM SERVICE, KIM ANDERSEN","ENK","Enkeltpersonforetak","02.100","Skogskjøtsel og andre skogbruksaktiviteter","","","","","","","false","","","","","","","","","","Mellomskauen 10A","TJØME","3145","FÆRDER","3911","Norge","NO","8200","Personlig næringsdrivende","","2016-03-17","","true","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Trefelling og bryggevedlikehold."
"995943158","JUNES SALONG DAME OG HERREFRISØR June Eikevik","ENK","Enkeltpersonforetak","96.020","Frisering og annen skjønnhetspleie","","","","","","","false","","","","","","","","","","Angedalsvegen 19","FØRDE","6810","SUNNFJORD","4647","Norge","NO","8200","Personlig næringsdrivende","","2010-09-30","","true","","false","true","false","false","","false","","false","","","","","","","Nynorsk","","","Dame og herrefrisør."
"998732417","NAVARATNAM","ENK","Enkeltpersonforetak","86.211","Allmenn legetjeneste","","","","","","","false","","www.moldebrygge.no","c/o M. Navaratnam/nJulsundvegen 2","MOLDE","6412","MOLDE","1506","Norge","NO","c/o Legekontoret Molde Brygge/nJulsundvegen 2","MOLDE","6412","MOLDE","1506","Norge","NO","8200","Personlig næringsdrivende","","2012-08-21","","true","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Allmennlegepraksis."
"821834252","PAULOS TRANSPORT","ENK","Enkeltpersonforetak","49.410","Godstransport på vei","","","","","","","false","","","","","","","","","","Tante Ulrikkes vei 54A","OSLO","0984","OSLO","0301","Norge","NO","8200","Personlig næringsdrivende","","2018-12-05","","true","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Godstransport på vei."
"831962232","JIA AHMAD","ENK","Enkeltpersonforetak","90.039","Selvstendig kunstnerisk virksomhet ikke nevnt annet sted","","","","","","","false","","","","","","","","","","Lillefjell terrasse 23B","MOSBY","4619","KRISTIANSAND","4204","Norge","NO","8200","Personlig næringsdrivende","","2023-08-26","","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Influenser."
"932794640","BUSKERUD FREMSKRITTSPARTIET UNGDOM (FPU)","FLI","Forening/lag/innretning","94.920","Partipolitiske organisasjoner","","","","","","","false","","","","","","","","","","Karl Johans gate 25","OSLO","0159","OSLO","0301","Norge","NO","7000","Ideelle organisasjoner","","2024-01-09","2023-11-25","false","","true","false","false","false","","false","","false","","","","","","","Bokmål","","","Det er et fylkeslag under Fremskrittspartiets Ungdom."
"989266470","GUNTVEDT HOLDING AS","AS","Aksjeselskap","64.308","Familieeide egeninvesteringsselskaper","","","","","","","true","","","","","","","","","","","LUND","7818","NAMSOS","5007","Norge","NO","4900","Øvrige finansielle foretak unntatt forsikring","2022","2006-02-16","2005-12-12","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2007-08-31","Investere og eie aksjer i andre selskaper.","Holdingselskap, eie aksjer i andre selskap."
"987379324","SAMEIET SORIA MORIA TERRASSE","ESEK","Eierseksjonssameie","","","","","","","","","false","","","","","","","","","","Husøystrand 5B","HUSØYSUND","3132","TØNSBERG","3905","Norge","NO","","","","2007-12-06","1997-01-30","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Eierseksjonssameie"
"892124442","DIODE AS","AS","Aksjeselskap","90.020","Tjenester tilknyttet underholdningsvirksomhet","","","","","","","false","","www.diode.as","","","","","","","","Veksthusfløtten 34","OSLO","0594","OSLO","0301","Norge","NO","2100","Private aksjeselskaper mv.","2022","2008-01-19","2007-11-15","true","Utleier av bygg eller anlegg","false","true","false","false","","false","","false","","","","","","","Bokmål","2022-09-26","Selskapets formål er lysdesign, videodesign, utleie og salg av audiovisuelle løsninger, konsulentvirksomhet, samt oppdrag i og for andre selskaper.","Selskapets formål er lysdesign, videodesign, utleie og salg av audiovisuelle løsninger, konsulentvirksomhet, samt oppdrag i og for andre selskaper."
"976545788","GUNNAR KLO & CO EIENDOM AS","AS","Aksjeselskap","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","","","","","","","","","Havnegata 3","MYRE","8430","ØKSNES","1868","Norge","NO","2100","Private aksjeselskaper mv.","2022","1996-06-27","1996-01-01","true","Utleier av bygg eller anlegg","false","true","false","false","","false","","false","","","","","","","Bokmål","1996-01-01","Utleie av fast eiendom samt annen virksomhet som naturlig faller inn under dette, herunder å delta i andre selskaper.","Utleie av fast eiendom."
"916618034","TROMSØYSUNDVEGEN 5 AS","AS","Aksjeselskap","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","","","","","","","","","Sjøgata 10A","TROMSØ","9008","TROMSØ","5501","Norge","NO","2100","Private aksjeselskaper mv.","2022","2016-02-01","2015-12-29","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2016-12-07","Å investere i fast eiendom ellers selskaper som eier fast eiendom, og alt som står i den forbindelse.","Eie og utvikle fast eiendom samt det som naturlig står i forbindelse med dette."
"925505692","SITECON GMBH","NUF","Norskregistrert utenlandsk foretak","33.200","Installasjon av industrimaskiner og -utstyr","","","","","","","false","","","","","","","","","","c/o CON.TAX.NOR Advokatfirma AS/nTvetenveien 32","OSLO","0666","OSLO","0301","Norge","NO","","","","2020-08-27","","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Igangsetting av et transportbånd for EBS pellets."
"930359777","LOIS RABE","ENK","Enkeltpersonforetak","62.020","Konsulentvirksomhet tilknyttet informasjonsteknologi","","","","","","","false","","","","","","","","","","Gamle Bygdevei 174","OSLO","1284","OSLO","0301","Norge","NO","8200","Personlig næringsdrivende","","2022-12-05","","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Konsulenttjenester innen IT-støtte, oversetting og digital kompetanse for seniorer."
"980848302","KRISTIAN BREDEVEIEN","ENK","Enkeltpersonforetak","01.410","Melkeproduksjon på storfe","","","","","","","false","","","","","","","","","","Skrangellivegen 80","SØR-FRON","2647","SØR-FRON","3438","Norge","NO","8200","Personlig næringsdrivende","","1999-06-25","","true","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Jordbruk med melkeproduksjon."
"912849945","M-TRAVEL AS","AS","Aksjeselskap","79.903","Opplevelses-, arrangements- og aktivitetsarrangørvirksomhet","","","","","","","true","","www.m-travel.no","","","","","","","","Rebækkas gate 27","MOSS","1534","MOSS","3103","Norge","NO","2100","Private aksjeselskaper mv.","2022","2013-12-07","2013-11-26","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2013-11-26","Drive reisevirksomhet med hovedvekt på treningsleirer og aktivitetsferie, samt det som naturlig står i forbindelse med dette.","Reisevirksomhet."
"926919024","NESLAND SERVICE","ENK","Enkeltpersonforetak","43.210","Elektrisk installasjonsarbeid","","","","","","","false","","","","","","","","","","Grostølveien 14","KRISTIANSAND S","4634","KRISTIANSAND","4204","Norge","NO","8200","Personlig næringsdrivende","","2021-04-08","","true","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Bygg og anlegg: elektrikertjenester, oppussing, eiendomsservice."
"926441434","STORIES AS","AS","Aksjeselskap","59.110","Produksjon av film, video og fjernsynsprogrammer","","","","","","","true","","www.filmstories.no","P. A. Holms vei 19B","OSLO","1164","OSLO","0301","Norge","NO","Jernbaneveien 4","OSLO","0667","OSLO","0301","Norge","NO","2100","Private aksjeselskaper mv.","2022","2021-01-22","2020-12-22","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2020-12-22","Produksjon av film, video og fjernsynsprogrammer og andre produkter/tjenester som naturlig hører sammen med dette.","Produksjon av film, video og fjernsynsprogrammer."
"844558082","SPENNCON AS","AS","Aksjeselskap","23.610","Produksjon av betongprodukter for bygge- og anleggsvirksomhet","41.200","Oppføring av bygninger","43.990","Annen spesialisert bygge- og anleggsvirksomhet","","","true","335","www.spenncon.no","","","","","","","","Hensmoveien 88","HØNEFOSS","3516","RINGERIKE","3305","Norge","NO","2100","Private aksjeselskaper mv.","2022","1995-02-19","1987-09-28","true","Utleier av bygg eller anlegg","false","true","false","false","","false","","false","","","","","","","Bokmål","2023-12-18","Å drive i betongvare- og elementfabrikker, hvor det produseres elementer av forspent og vanlig armert betong, kommunalvarer og fabrikkblandet betong, produktutvikling, konsulentbistand o.l., samt å drive annen virksomhet som står i forbindelse med dette. Selskapets formål er videre å stå for den strategiske utvikling og posisjonering av Spenncon AS i det norske bygg- marked, investering i, kjøp og salg av selskaper, aksjer eller annen forretningsvirksomhet og alt hva hermed står i forbindelse.","Virke som et overordnet koordinerende selskap for selskapene i Spenn-Gruppen, eie og styre disse selskaper på den måte og innenfor de rammer styret til enhver tid finner hensiktsmessig og nødvendig. Selskapets formål er videre å stå for den strate- giske utvikling og posisjonering av Spenn-Gruppen i det norske byggmarked, herunder kjøp og salg av selskaper, aksjer eller annen forretningsvirksom- het og alt hva hermed står i forbindelse."
"929382218","VETERINÆR HÅKON AVDEM","ENK","Enkeltpersonforetak","75.000","Veterinærtjenester","","","","","","","false","","","","","","","","","","Avdemsvegen 50","LESJA","2665","LESJA","3432","Norge","NO","8200","Personlig næringsdrivende","","2022-06-18","","true","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Veterinær assistenttjeneste på studentlisens fra Mattilsynet. Senere veterinærtjenester som veterinær med autorisasjon (fra sommeren 2023.)"
"979185227","SOMMARØY ARCTIC HOTEL TROMSØ AS","AS","Aksjeselskap","55.101","Drift av hoteller, pensjonater og moteller med restaurant","","","","","","","true","71","","","","","","","","","Skipsholmvegen 22","SOMMARØY","9110","TROMSØ","5501","Norge","NO","2100","Private aksjeselskaper mv.","2022","1997-09-03","1997-05-28","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2015-06-30","Drive hotell- og restaurantvirksomhet, samt hva hermed står i forbindelse.","Hotell og restaurantvirksomhet, aktiviteter, knyttet til turisme."
"982694981","SAMEIET MAJORSTUVEIEN 36","ESEK","Eierseksjonssameie","","","","","","","","","false","","www.sjeiendom.no","c/o S & J eiendomsforvaltning AS/nPostboks 8804 Youngstorget","OSLO","0028","OSLO","0301","Norge","NO","c/o S & J eiendomsforvaltning AS/nTullins gate 2","OSLO","0166","OSLO","0301","Norge","NO","","","2022","2000-12-11","1979-10-24","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2019-09-02","Å ivareta sameiernes fellesinteresser og administrasjon av eiendommen med fellesanlegg av enhver art.","Å ivareta sameiernes fellesinteresser og administrasjon av eiendommen med fellesanlegg av enhver art."
"927402912","FM IMPORT AS","AS","Aksjeselskap","45.112","Detaljhandel med biler og lette motorvogner, unntatt motorsykler","","","","","","","false","","","","","","","","","","c/o Martin Fjeld/nEngersand Havn 58B","GULLAUG","3427","LIER","3312","Norge","NO","2100","Private aksjeselskaper mv.","2022","2021-07-12","2021-06-17","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2021-06-17","Import og salg av kjøretøy.","Import, kjøp og salg av biler og lette motorvogner."
"923833633","SAMSKAPT AS","AS","Aksjeselskap","85.599","Annen undervisning ikke nevnt annet sted","","","","","","","true","","","","","","","","","","Fuglesangen 21","TISTEDAL","1792","HALDEN","3101","Norge","NO","2100","Private aksjeselskaper mv.","2022","2019-11-16","2019-09-14","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2020-09-28","Digital kunnskapsoverføring innen dyrking og plantekjennskap samt utvikling av egen programvare.","Undervisning innenfor dyrking og planter samt programvareutvikling."
"930330299","LOGISTIC SOLUTIONS MELØY - STEIN HENRIKSEN","ENK","Enkeltpersonforetak","71.129","Annen teknisk konsulentvirksomhet","","","","","","","false","","","","","","","","","","Åsveien 11","ØRNES","8150","MELØY","1837","Norge","NO","8200","Personlig næringsdrivende","","2022-11-29","","true","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Rådgiving innen logistikk."
"829513072","SANITETSREGIMENTET SOSIALT","FLI","Forening/lag/innretning","94.991","Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted","","","","","","","false","","","","","","","","","","Forsvarsvegen 75","SESSVOLLMOEN","2058","ULLENSAKER","3209","Norge","NO","7000","Ideelle organisasjoner","","2022-07-22","2022-06-21","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Skal gjennomføre mange aktiviteter i og utenfor jobb. I all hovedsak ivareta kultur og tradisjon for sanitetregimentet. for kultur og tradisjon i og utenfor jobb."
"987815515","INGAR VIKER UTKLEV","ENK","Enkeltpersonforetak","02.200","Avvirkning","01.130","Dyrking av grønnsaker, meloner, rot- og knollvekster","","","","","false","","","","","","","","","","Utklev","KVELDE","3282","LARVIK","3909","Norge","NO","8200","Personlig næringsdrivende","","2005-02-12","","true","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Dyrking av jordbruksvekster og skogbruk."
