organisasjonsnummer,navn,organisasjonsform.kode,organisasjonsform.beskrivelse,naeringskode1.kode,naeringskode1.beskrivelse,naeringskode2.kode,naeringskode2.beskrivelse,naeringskode3.kode,naeringskode3.beskrivelse,hjelpeenhetskode.kode,hjelpeenhetskode.beskrivelse,harRegistrertAntallAnsatte,antallAnsatte,hjemmeside,postadresse.adresse,postadresse.poststed,postadresse.postnummer,postadresse.kommune,postadresse.kommunenummer,postadresse.land,postadresse.landkode,forretningsadresse.adresse,forretningsadresse.poststed,forretningsadresse.postnummer,forretningsadresse.kommune,forretningsadresse.kommunenummer,forretningsadresse.land,forretningsadresse.landkode,institusjonellSektorkode.kode,institusjonellSektorkode.beskrivelse,sisteInnsendteAarsregnskap,registreringsdatoenhetsregisteret,stiftelsesdato,registrertIMvaRegisteret,frivilligMvaRegistrertBeskrivelser,registrertIFrivillighetsregisteret,registrertIForetaksregisteret,registrertIStiftelsesregisteret,konkurs,konkursdato,underAvvikling,underAvviklingDato,underTvangsavviklingEllerTvangsopplosning,tvangsopplostPgaManglendeDagligLederDato,tvangsopplostPgaManglendeRevisorDato,tvangsopplostPgaManglendeRegnskapDato,tvangsopplostPgaMangelfulltStyreDato,tvangsavvikletPgaManglendeSlettingDato,overordnetEnhet,maalform,vedtektsdato,vedtektsfestetFormaal,aktivitet
"970991549","LUND EIENDOM AS","AS","Aksjeselskap","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","true","","","","","","","","","","Grønland 62","DRAMMEN","3045","DRAMMEN","3301","Norge","NO","2100","Private aksjeselskaper mv.","2022","1995-02-20","1994-06-17","true","Utleier av bygg eller anlegg","false","true","false","false","","false","","false","","","","","","","Bokmål","2021-06-28","Kjøp, drift, utvikling av fast eiendom, eie aksjer/andeler i andre selskaper, samt hva hermed står i forbindelse.","Kjøp, drift, utvikling av fast eiendom, eie aksjer/andeler i andre selskaper, samt hva hermed står i forbindelse."
"827204692","OLAV JOHNSRUD","ENK","Enkeltpersonforetak","02.400","Tjenester tilknyttet skogbruk","","","","","","","false","","","","","","","","","","Strandvelta 5","SOKNA","3534","RINGERIKE","3305","Norge","NO","8200","Personlig næringsdrivende","","2021-06-04","","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Kjøring av lassbærer, salg av ved, skogsarbeid samt å kunne brøyte."
"923630090","WALK OF SHAME","FLI","Forening/lag/innretning","94.991","Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted","","","","","","","false","","www.walkofshame.no","","","","","","","","c/o Karoline Skuseth/nSvartediksveien 7B","BERGEN","5009","BERGEN","4601","Norge","NO","7000","Ideelle organisasjoner","","2019-11-18","2012-05-01","false","","true","false","false","false","","false","","false","","","","","","","Bokmål","","","Kunstnerkollektiv med utøvende virksomhet innen scenekunst, performance, installasjon, billedkunst, foto og digitale pop ups."
"931104179","EDGES SALON. BRAZAITIENE","ENK","Enkeltpersonforetak","96.020","Frisering og annen skjønnhetspleie","","","","","","","false","","","","","","","","","","Figgenveien 52","FIGGJO","4332","SANDNES","1108","Norge","NO","8200","Personlig næringsdrivende","","2023-03-24","","true","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Frisering og skjønnhetspleie."
"913820509","NORLI AS","AS","Aksjeselskap","47.610","Butikkhandel med bøker","47.915","Postordre-/Internetthandel med bøker, papir, aviser og blader","","","","","true","1305","","","","","","","","","Universitetsgata 20","OSLO","0162","OSLO","0301","Norge","NO","2100","Private aksjeselskaper mv.","2022","1995-02-19","1972-01-03","true","Utleier av bygg eller anlegg","false","true","false","false","","false","","false","","","","","","","Bokmål","2019-12-17","Eie og drive handel med bøker, kontorrekvisita og tilbehør gjennom egeneide utsalg og over internett, samt det som har naturlig tilknytning til slik virksomhet. Virksomheten omfatter også eie og drift av kjede/ franchisevirksomhet for slik handel og virksomhet, samt eie av eierandeler i selskaper med tilsvarnede virksomhet som selskapet. Selskapet skal drives med sikte på økonomisk gevinst og avkastning på kort og lang sikt.","Handel med bøker gjennom egeneide utsalg og over internett. Handel (herunder engroshandel) med kontorrekvisita gjennom egeneide utsalg og over internett. Drift av franchisevirksomhet for handel med bøker og kontorrekvisita."
"997914104","DRIFT OG VEDLIKEHOLD AS","AS","Aksjeselskap","45.200","Vedlikehold og reparasjon av motorvogner, unntatt motorsykler","","","","","","","true","9","","","","","","","","","Harpunveien 2","NØTTERØY","3128","FÆRDER","3911","Norge","NO","2100","Private aksjeselskaper mv.","2022","2012-02-01","2012-01-18","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2019-02-27","Diverse reparasjoner av bil, båt og anlegg/industri. Kjøp og salg av brukte biler og båter. Samt utleie av bil og utstyr som naturlig hører med i denne forbindelse.","Bilverksted med kjøp, salg og utleie av brukte biler."
"981713060","ERIKSENS PSYKOLOGPRAKSIS","ENK","Enkeltpersonforetak","86.905","Klinisk psykologtjeneste","","","","","","","false","","","","","","","","","","Strømsveien 66B","STRØMMEN","2010","LILLESTRØM","3205","Norge","NO","8200","Personlig næringsdrivende","","2000-04-05","","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Privat psykologpraksis med fylkeskommunal driftsavtale."
"914637465","KJERSTI WOLD","ENK","Enkeltpersonforetak","01.460","Svinehold","","","","","","","true","","","","","","","","","","Bysætervika 53","STAVSJØ","2353","RINGSAKER","3411","Norge","NO","8200","Personlig næringsdrivende","","2014-12-19","","true","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Landbruk: - svineproduksjon - korn- og planteproduksjon - skog."
"976498828","ATELIER YANG YANG ZHU","ENK","Enkeltpersonforetak","85.599","Annen undervisning ikke nevnt annet sted","","","","","","","false","","","","","","","","","","Storgata 63","SANDNES","4307","SANDNES","1108","Norge","NO","8200","Personlig næringsdrivende","","1996-06-06","","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Maleskole."
"980684997","HELSEPARTNER REHABILITERING AS","AS","Aksjeselskap","86.107","Rehabilitering- og opptreningsinstitusjoner","","","","","","","true","94","","Postboks 1283","ALTA","9505","ALTA","5601","Norge","NO","Follumsvei 1","ALTA","9510","ALTA","5601","Norge","NO","2100","Private aksjeselskaper mv.","2022","1999-04-30","1999-02-26","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2021-12-28","Drift av rehabiliteringssenter og lignende virksomhet.","Medisinsk opptrenings- og rehabiliteringssenter og likeartet virksomhet samt deltakelse i andre selskaper."
"988978027","ELVENHØY GARTNERI AS","AS","Aksjeselskap","01.130","Dyrking av grønnsaker, meloner, rot- og knollvekster","","","","","","","true","19","","","","","","","","","Baneveien 34","LIER","3405","LIER","3312","Norge","NO","2100","Private aksjeselskaper mv.","2022","2005-11-29","2005-11-18","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2005-11-18","Produksjon og salg av grønnsaker samt annen virksomhet som står i forbindelse med dette herunder å eie eller delta i andre selskaper.","Produksjon og salg av grønnsaker samt annen virksomhet som står i forbindelse med dette herunder å eie og delta i andre selskaper."
"928698408","RUBEN OLIEGREEN","ENK","Enkeltpersonforetak","43.120","Grunnarbeid","","","","","","","false","","","","","","","","","","Grokleiv 48","ÅSERAL","4540","ÅSERAL","4224","Norge","NO","8200","Personlig næringsdrivende","","2022-02-08","","true","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Graving, dumper, hjullaster, håndmann, det meste innen anleggsutstyr, har en del erfaring innen damplastring og elveplastring.  "
"938048207","ABX SPORT OG HELSE AS","AS","Aksjeselskap","79.120","Reisearrangørvirksomhet","","","","","","","true","","www.abx.no","","","","","","","","Storgata 32","OSLO","0184","OSLO","0301","Norge","NO","2100","Private aksjeselskaper mv.","2022","1995-02-19","1985-06-25","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2019-12-04","Konsulentvirksomhet og utvikling, salg og distribusjon av reiselivsprodukter og aktiviteter til bedring av folkehelsen.","Salg og distribusjon av reiselivsprodukter og -tjenester. Forsikringsvirksomhet."
"929727398","DOGFIX CHRISTINA ANDERSEN","ENK","Enkeltpersonforetak","96.090","Personlig tjenesteyting ikke nevnt annet sted","","","","","","","false","","","","","","","","","","Melkedammen 18","ARENDAL","4844","ARENDAL","4203","Norge","NO","8200","Personlig næringsdrivende","","2022-08-29","","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","","","Hundeterapi, rehabilitering, fysioterapi, hundeinstruksjon, kursvirksomhet/undervisning, salg av hund/dyrerelaterte varer og tjenester. Utleie av utstyr og andre aktiviteter som faller naturlig til dette."
"980305848","IDE EIENDOM AS","AS","Aksjeselskap","46.900","Uspesifisert engroshandel","","","","","68.209","Utleie av egen eller leid fast eiendom ellers","false","","","Postboks 24","DRØBAK","1441","FROGN","3214","Norge","NO","Dyrløkkeveien 19","DRØBAK","1448","FROGN","3214","Norge","NO","2100","Private aksjeselskaper mv.","2022","1998-11-23","1998-11-11","true","Utleier av bygg eller anlegg","false","true","false","false","","false","","false","","","","","","","Bokmål","2023-04-14","Eie og drift av forretningsbygg og alt hva herved står i forbindelse samt annen inntektsbringende virksomhet.","Eie og drift av forretningsbygg"
"987059729","STATKRAFT ENERGI AS","AS","Aksjeselskap","35.111","Produksjon av elektrisitet fra vannkraft","03.222","Produksjon av yngel og settefisk i ferskvannsbasert fiskeoppdrett","","","","","true","1157","","Postboks 200  Lilleaker","OSLO","0216","OSLO","0301","Norge","NO","Lilleakerveien 6","OSLO","0283","OSLO","0301","Norge","NO","1120","Statlig eide aksjeselskaper mv.","2022","2004-08-03","2004-06-25","true","Utleier av bygg eller anlegg","false","true","false","false","","false","","false","","","","","","","Bokmål","2013-06-14","Selv eller gjennom deltakelse i eller samarbeid med andre selskaper, å planlegge, prosjektere, oppføre og drive eneriganlegg, forestå fysisk og finansiell energihandel, samt drive virksomhet som står i naturlig sammenheng med dette.","Selskapet skal selv eller gjennom deltakelse i eller samarbeid med andre selskaper, planlegge, prosjektere, oppføre og drive eneriganlegg, forestå fysisk og finansiell energihandel, samt drive virksomhet som står i naturlig sammenheng med dette."
"932781468","TRØAN AUNE TJENESTER","ENK","Enkeltpersonforetak","85.510","Undervisning innen idrett og rekreasjon","","","","","","","false","","","","","","","","","","Øvre Rishalla 2","STEINKJER","7716","STEINKJER","5006","Norge","NO","8200","Personlig næringsdrivende","","2024-01-09","","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Profesjonell trener/instruktør innen idrett. Bedriftsrådgivning, administrativt."
"931993402","SYNNFJELL TOTALPROSJEKT AS KONKURSBO","KBO","Konkursbo","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","","v/Adv. Richard Søfteland Jensen/nBjørnsons gate 4","GJØVIK","2821","GJØVIK","3407","Norge","NO","Nordsinni 648","DOKKA","2870","NORDRE LAND","3448","Norge","NO","","","","2023-08-31","2023-08-30","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Konkursbo."
"998477743","FOREST AS","AS","Aksjeselskap","74.102","Grafisk og visuell kommunikasjonsdesign","","","","","","","true","","www.forestry.no","Lauvlundveien 1","OSLO","0891","OSLO","0301","Norge","NO","Øvre Slottsgate 7","OSLO","0157","OSLO","0301","Norge","NO","2100","Private aksjeselskaper mv.","2022","2012-06-14","2012-05-23","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2012-05-23","Selskapets formål er produksjon og salg av grafiske produkter/ tjenester, reklame, animasjon og film og andre produkter som naturlig faller sammen med dette.","Produksjon og salg av grafiske produkter/tjenester, reklame, animasjon og film og andre produkter som naturlig faller sammen med dette."
"931872346","LAURITZEN HÅNDVERK","ENK","Enkeltpersonforetak","90.011","Utøvende kunstnere og underholdningsvirksomhet innen musikk","","","","","","","false","","","","","","","","","","Søndre Sætrevei 7D","SÆTRE","3475","ASKER","3203","Norge","NO","8200","Personlig næringsdrivende","","2023-08-11","","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","","","DJ (Disc jockey). Tømrer, oppføring og vedlikehold av bygninger. Gartnertjenester."
"831832762","DOKTORINGENIØR OLA JETLUND","ENK","Enkeltpersonforetak","70.220","Bedriftsrådgivning og annen administrativ rådgivning","","","","","","","false","","","","","","","","","","Fjordveien 96","NESODDEN","1459","NESODDEN","3212","Norge","NO","8200","Personlig næringsdrivende","","2023-08-04","","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Bedriftsrådgivning, administrativt."
"995861054","BYGGMESTER KÅSA","ENK","Enkeltpersonforetak","41.200","Oppføring av bygninger","","","","","","","false","","","","","","","","","","Sekstanten 9","HVAM","2165","NES","3228","Norge","NO","8200","Personlig næringsdrivende","","2010-08-26","","true","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Snekker."
"915805167","STENE MEDIA","ENK","Enkeltpersonforetak","74.102","Grafisk og visuell kommunikasjonsdesign","","","","","","","false","","www.stenemedia.no","","","","","","","","Struerveien 6A","SARPSBORG","1725","SARPSBORG","3105","Norge","NO","8200","Personlig næringsdrivende","","2015-08-20","","true","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Grafiske tjenester, media og kommunikasjon, bygg og anlegg, tømrertjenester, planlegging og konstruksjon."
"998472253","ØKSBY HOLDING AS","AS","Aksjeselskap","64.308","Familieeide egeninvesteringsselskaper","","","","","","","false","","","","","","","","","","Øgårdsveien 16","VOLLEN","1390","ASKER","3203","Norge","NO","4900","Øvrige finansielle foretak unntatt forsikring","2022","2012-06-16","2012-02-20","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2012-02-20","Holding selskap med administrasjon av eierandeler i andre selskap.","Holding selskap med administrasjon av eierandeler i andre selskap."
"921825137","RANDØY KONSULT","ENK","Enkeltpersonforetak","74.909","Annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted","","","","","","","false","","","","","","","","","","Uranienborgveien 13","OSLO","0351","OSLO","0301","Norge","NO","8200","Personlig næringsdrivende","","2018-12-04","","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Tilbyr konsultering innen miljø- og utviklingsspørsmål."
"930249661","FABIAN RØSHOLM","ENK","Enkeltpersonforetak","73.110","Reklamebyråer","","","","","","","false","","","","","","","","","","Ladebekken 18","TRONDHEIM","7041","TRONDHEIM","5001","Norge","NO","8200","Personlig næringsdrivende","","2022-11-17","","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Digital markedsføring og design tjenester."
"916515936","EVA FOSEN BUNADSMONTERING AS","AS","Aksjeselskap","14.130","Produksjon av annet yttertøy","","","","","","","true","","","","","","","","","","Stemhaugmarka 29","HAUGESUND","5518","HAUGESUND","1106","Norge","NO","2100","Private aksjeselskaper mv.","2022","2016-01-06","2015-12-02","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2015-12-02","Montering av norske bunader (deler settes sammen etter kundens mål) de vil si håndverkertjenester, samt salg av tilhørende vare.","Montering av norske bunader (deler settes sammen etter kundens mål) de vil si håndverkertjenester, samt salg av tilhørende vare."
"932071371","SOFIE AHSAN EDVARDSEN","ENK","Enkeltpersonforetak","85.510","Undervisning innen idrett og rekreasjon","","","","","","","false","","","","","","","","","","Bispeluelia 11A","OSLO","1286","OSLO","0301","Norge","NO","8200","Personlig næringsdrivende","","2023-09-14","","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Personlig trener."
"913840771","EMIRATES","NUF","Norskregistrert utenlandsk foretak","51.100","Lufttransport med passasjerer","","","","","","","true","12","","","","","","","","","Munkedamsveien 35","OSLO","0250","OSLO","0301","Norge","NO","2100","Private aksjeselskaper mv.","","2014-07-08","","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","","","Internasjonal flyselskap, Transport av passasjerer, gods og post."
"986304657","OL-ANTIKK Ove Lyngstad","ENK","Enkeltpersonforetak","47.799","Butikkhandel med brukte varer ellers","","","","","","","false","","","","","","","","","","Brenslevegen 9","TORNES I ROMSDAL","6443","HUSTADVIKA","1579","Norge","NO","8200","Personlig næringsdrivende","","2003-12-01","","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","","","Kjøp og salg av brukte ting og alt hva som står i den forbindelse."
"916354576","JOHANSEN HANDY-TOOLS","ENK","Enkeltpersonforetak","53.200","Andre post- og budtjenester","","","","","","","false","","","","","","","","","","Strandli 35","STRANDVIK","5643","BJØRNAFJORDEN","4624","Norge","NO","8200","Personlig næringsdrivende","","2015-12-08","","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","","","Tjenester med bruk av kjøretøy som henting av varer, reparasjon og leveranser. Samt utleie og reparasjon av maskiner, utstyr, verktøy og salg av forbruksvarer som faller innen samme kategori."
"993140945","LACTALIS NORGE AS","AS","Aksjeselskap","46.330","Engroshandel med meierivarer, egg, matolje og -fett","","","","","","","true","","","Postboks 140 Alnabru","OSLO","0614","OSLO","0301","Norge","NO","Karvesvingen 5","OSLO","0579","OSLO","0301","Norge","NO","2100","Private aksjeselskaper mv.","2022","2008-11-26","2008-09-02","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2014-01-15","Handel med mat fortrinnsvis meieri- og eggprodukter, og alt som derved står i forbindelse, herunder å eie aksjer i andre selskaper med tilsvarende eller liknende virksomhet.","Handel med mat, fortrinnsvis meieri- og eggprodukter."
"920671160","ELSFJORD BÅTEIERFORENING","FLI","Forening/lag/innretning","94.991","Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted","","","","","","","false","","","","","","","","","","c/o Gjermund Skogly/nDrevvassvegen 726","ELSFJORD","8672","VEFSN","1824","Norge","NO","7000","Ideelle organisasjoner","","2018-04-04","1984-05-28","false","","true","false","false","false","","false","","false","","","","","","","Bokmål","","","Skal gi et tilbud om båtplasser til bygdefolk, og folk med tilhørighet til nordkommunen (Vefsn) og samle båtinteresserte i arbeid for å: skape og vedlikeholde et godt båtmiljø, søke kunnskap om lokalfarvann ved turer og fellesarrangementer, bekjempe forurensning av sjø og strender, være behjelpelig med formidling av kunnskap om sjøvett og båtmateriell og være en positiv faktor i nærmiljøet."
"930695807","EAM HOLDING AS","AS","Aksjeselskap","00.000","Uoppgitt","","","","","","","false","","","","","","","","","","Bjørkåsen 2A","BREMNES","5430","BØMLO","4613","Norge","NO","2100","Private aksjeselskaper mv.","","2023-01-23","2023-01-01","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2023-01-01","Å investere i selskaper og eiendom og alt annet som naturlig faller sammen med dette, herunder å delta i andre selskaper med lignende virksomhet, kjøp og salg av aksjer, eller på annen måte gjøre seg interessert i andre foretagende.","Å investere i selskaper og eiendom og alt annet som naturlig faller sammen med dette, herunder å delta i andre selskaper med lignende virksomhet, kjøp og salg av aksjer, eller på annen måte gjøre seg interessert i andre foretagende."
"930060402","NNN AVD LOVUND","FLI","Forening/lag/innretning","94.200","Arbeidstakerorganisasjoner","","","","","","","false","","","","","","","","","","Naustholmen","LOVUND","8764","LURØY","1834","Norge","NO","7000","Ideelle organisasjoner","","2023-09-21","1995-12-31","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Fagforeningsarbeid der en skal hjelpe medlemmer ved spørsmål om arbeidsliv, bistå i konflikter på arbeidsplassen, medlemspleie, være bindeledd mellom ledelsen og arbeidstakere, sende medlemmer på kurs."
"929668987","CONSTANT-HOLDINGS AS","AS","Aksjeselskap","00.000","Uoppgitt","","","","","","","false","","","","","","","","","","Klostergaten 14","BERGEN","5005","BERGEN","4601","Norge","NO","2100","Private aksjeselskaper mv.","","2022-08-22","2022-08-05","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2022-08-05","Holde investeringer i teknologi startups.","Investeringer i teknologi startups, samt det som står i naturlig forbindelse med dette."
"998429919","LOENG HOLDING AS","AS","Aksjeselskap","70.220","Bedriftsrådgivning og annen administrativ rådgivning","","","","","","","true","","","","","","","","","","Gamle Åsvei 9","TRONDHEIM","7020","TRONDHEIM","5001","Norge","NO","2100","Private aksjeselskaper mv.","2022","2012-06-09","2012-03-15","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2012-03-15","Utvikling, drift og eierskap av eiendom og andre investeringer, samt tilknyttede konsulenttjenester innen strategi, forretningsutvikling, ledelse og økonomi.","Konsulenttjenester, eierskap og investering i andre selskaper. Drift og eierskap av eiendom"
"913642767","RV BILPLEIE ROBERT VÆRNES","ENK","Enkeltpersonforetak","45.200","Vedlikehold og reparasjon av motorvogner, unntatt motorsykler","","","","","","","false","","","","","","","","","","Åsgårdveien 385","MYSEN","1852","INDRE ØSTFOLD","3118","Norge","NO","8200","Personlig næringsdrivende","","2014-05-16","","true","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Polering av bil, båt og campingvogn. Sjåfør og anleggsarbeider. Utleie."
"969293153","GUNNBJØRN AUNAN","ENK","Enkeltpersonforetak","01.420","Oppdrett av annet storfe","02.200","Avvirkning","","","","","false","","","","","","","","","","Dalbygdvegen 900","BEITSTAD","7730","STEINKJER","5006","Norge","NO","8200","Personlig næringsdrivende","","1995-02-20","","true","Bortforpakter av landbrukseiendom","false","false","false","false","","false","","false","","","","","","","Nynorsk","","","Jordbruk- melk og kjøttproduksjon på storfe. Skogbruk."
"928686027","ØYA CAMPING VELFORENING","FLI","Forening/lag/innretning","94.991","Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted","","","","","","","false","","","","","","","","","","c/o Anette Olsson/nLillebergsvingen 8","OSLO","0662","OSLO","0301","Norge","NO","7000","Ideelle organisasjoner","","2022-02-05","2022-01-19","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Øya Campingplass i Hemsedal kommune står i fare for å bli ekspropriert. Vi er noen ildsjeler som har plass på Øya camping og som ønsker å starte et vel slik at vi samlet kan kommunisere med kommunen og eier av campingplassen. Arbeider for å påvirke kommunen til å utsette eksproprieringen, evtentuelt finne alternative løsninger."
"916858124","CK ENTREPRENØR AS","AS","Aksjeselskap","41.200","Oppføring av bygninger","","","","","","","true","","www.nordbohus.no/sande","","","","","","","","Vebergveien 60","SANDE I VESTFOLD","3074","HOLMESTRAND","3903","Norge","NO","2100","Private aksjeselskaper mv.","2022","2016-03-08","2016-02-10","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2019-05-24","Drive med oppføring og vedlikehold av bygg samt utleie av arbeidskraft, verktøy og utstyr. Andre produkter/tjenester som naturlig hører sammen med dette, herunder å delta i andre selskap med lignende virksomhet, og kjøp og salg av aksjer.","Drive med oppføring og vedlikehold av bygg samt utleie av arbeidskraft, verktøy og utstyr. Andre produkter/tjenester som naturlig hører sammen med dette, herunder å delta i andre selskap med lignende virksomhet, og kjøp og salg av aksjer."
"962029418","KØHN TECH AS","AS","Aksjeselskap","46.620","Engroshandel med maskinverktøy","","","","","","","true","","kohntech.no","Postboks 24","KROKKLEIVA","3546","HOLE","3310","Norge","NO","Sundvollen Næringspark","KROKKLEIVA","3531","HOLE","3310","Norge","NO","2100","Private aksjeselskaper mv.","2022","1995-03-12","1991-10-08","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2006-05-02","Salg og service av maskiner til skoleverk og industri, samt deltakelse i andre selskaper ved aksjetegning eller på annen måte.","Service og salg av verktøymaskiner."
"931505068","NIGHT & DAY SECURITY AS","AS","Aksjeselskap","80.100","Private vakttjenester","","","","","","","true","15","","","","","","","","","Løvsjøringen 3","PORSGRUNN","3940","PORSGRUNN","4001","Norge","NO","2100","Private aksjeselskaper mv.","","2023-06-02","2023-05-09","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2023-05-09","Vekterselskap. Levere vektertjenester til oppdragsgivere som ønsker og har behov for dette.","Vekterselskap. Levere vektertjenester til oppdragsgivere som ønsker og har behov for dette."
"984565690","COSMIC CONSULTING EINAR ALEXANDER BØHMER","ENK","Enkeltpersonforetak","86.221","Spesialisert legetjeneste, unntatt psykiatrisk legetjeneste","","","","","","","false","","","","","","","","","","Svenstuveien 1","OSLO","0781","OSLO","0301","Norge","NO","8200","Personlig næringsdrivende","","2002-06-10","","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Helse- og legetjenester av både behandlende og rådgivende karakter."
"881581582","MOSS KIROPRAKTOR KLINIKK Elisabeth Pedersen","ENK","Enkeltpersonforetak","86.909","Andre helsetjenester","","","","","","","false","","","Strandpromenaden 49","MOSS","1516","MOSS","3103","Norge","NO","Torggata 2","MOSS","1530","MOSS","3103","Norge","NO","8200","Personlig næringsdrivende","","2000-02-22","","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","","","Kiropraktor behandling."
"991125272","SUBSEA TJENESTER AS","AS","Aksjeselskap","71.129","Annen teknisk konsulentvirksomhet","","","","","","","true","","","","","","","","","","Glesnes","GLESVÆR","5381","ØYGARDEN","4626","Norge","NO","2100","Private aksjeselskaper mv.","2022","2007-04-27","2007-04-04","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2007-04-04","Konsulentvirksomhet rettet mot oljeindustrien, kjøp, salg og utleie av eiendom og båter, samt alt som naturlig står i forbindelse med dette, derunder investeringer og deltakelse i andre selskaper.","Konsulentvirksomhet rettet mot oljeindustrien, kjøp, salg og utleie av eiendom og båter, samt alt som naturlig står i forbindelse med dette, derunder investeringer og deltakelse i andre selskaper."
"919419105","OTIS AS","AS","Aksjeselskap","43.290","Annet installasjonsarbeid","","","","","","","true","167","www.otis.com","Postboks 6419 Etterstad","OSLO","0605","OSLO","0301","Norge","NO","Nils Hansens vei 10A","OSLO","0667","OSLO","0301","Norge","NO","2100","Private aksjeselskaper mv.","2022","1995-02-19","1973-06-20","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2020-09-25","Handel og industri og hva dermed står i forbindelse.","Handel og industri og hva dermed står i forbindelse."
"891961782","HAVBRUKSCONSULT AS","AS","Aksjeselskap","03.213","Tjenester tilknyttet hav- og kystbasert fiskeoppdrett","","","","","","","true","","","c/o Jamtøy/nFossegrenda 29A","TRONDHEIM","7038","TRONDHEIM","5001","Norge","NO","Fossegrenda 29A","TRONDHEIM","7038","TRONDHEIM","5001","Norge","NO","2100","Private aksjeselskaper mv.","2022","2007-11-19","2007-10-26","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2007-10-26","Rådgivning, statistikk og analysearbeid, prosjektstyring, salg av tjenester og produkter overfor fiskeri- og havbruksnæringen, men også innen øvrige næringer ved behov. Herunder delta i andre selskaper med lignende virksomhet, kjøp og salg av aksjer, eller på annen måte gjøre seg interessert i andre foretagender.","Industri, konsulentvirksomhet, handel."
"926992899","TØMRER KIM A. ERIKSEN ANTONSEN","ENK","Enkeltpersonforetak","41.200","Oppføring av bygninger","","","","","","","false","","","","","","","","","","Løkkeveien 7","STAVERN","3292","LARVIK","3909","Norge","NO","8200","Personlig næringsdrivende","","2021-04-21","","true","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Tømrer virksomhet."
"931010654","KAKHAUGEN BARNEHAGE AS","AS","Aksjeselskap","88.911","Barnehager","","","","","","","true","9","","","","","","","","","Borgosveien 15","BALLSTAD","8373","VESTVÅGØY","1860","Norge","NO","2100","Private aksjeselskaper mv.","","2023-03-13","2023-02-27","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2023-02-27","Drift av barnehage med det som naturlig følger herav.","Barnehage."
"980402320","ABENA NORGE AS","AS","Aksjeselskap","46.460","Engroshandel med sykepleie- og apotekvarer","","","","","","","true","29","www.abena.no","","","","","","","","Trygve Nilsens vei 8","OSLO","1061","OSLO","0301","Norge","NO","2100","Private aksjeselskaper mv.","2023","1998-12-30","1998-12-18","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2019-09-09","Handel, fortrinnsvis med hygiene-, emballasje-, papir-, plast- og cateringprodukter og det som står i forbindelse med dette.","Handel, fortrinnsvis med hygiene-, emballasje-, papir-, plast- og cateringprodukter og det som står i forbindelse med dette."
