organisasjonsnummer,navn,organisasjonsform.kode,organisasjonsform.beskrivelse,naeringskode1.kode,naeringskode1.beskrivelse,naeringskode2.kode,naeringskode2.beskrivelse,naeringskode3.kode,naeringskode3.beskrivelse,hjelpeenhetskode.kode,hjelpeenhetskode.beskrivelse,harRegistrertAntallAnsatte,antallAnsatte,hjemmeside,postadresse.adresse,postadresse.poststed,postadresse.postnummer,postadresse.kommune,postadresse.kommunenummer,postadresse.land,postadresse.landkode,beliggenhetsadresse.adresse,beliggenhetsadresse.poststed,beliggenhetsadresse.postnummer,beliggenhetsadresse.kommune,beliggenhetsadresse.kommunenummer,beliggenhetsadresse.land,beliggenhetsadresse.landkode,registreringsdatoIEnhetsregisteret,frivilligMvaRegistrertBeskrivelser,registrertIMvaregisteret,oppstartsdato,datoEierskifte,overordnetEnhet,nedleggelsesdato
"931215876","FRIFOR AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","62.010","Programmeringstjenester","","","","","","","false","","","","","","","","","","c/o Vegar Moen/nHarald Hårfagres gate 11","TRONDHEIM","7041","TRONDHEIM","5001","Norge","NO","2023-04-18","","false","2023-02-13","","930908185",""
"989343734","HEBO EIGEDOM AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","","","","","","","","","Kringsjå 14A","STORD","5417","STORD","4614","Norge","NO","2006-01-17","","false","2005-12-09","","889104082",""
"832096652","NORSHOT SERVICES AS TVANGSAVVIKLINGSBO","AAFY","Underenhet til ikke-næringsdrivende","","","","","","","","","false","","","v/Adv. Niels R. Kiær/nPostboks 394 Sentrum","OSLO","0103","OSLO","0301","Norge","NO","Ullern allé 127","OSLO","0381","OSLO","0301","Norge","NO","2023-09-20","","false","2023-09-20","","932096633",""
"929534050","SANITETSREGIMENTET SOSIALT","AAFY","Underenhet til ikke-næringsdrivende","94.991","Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted","","","","","","","false","","","","","","","","","","Forsvarsvegen 75","SESSVOLLMOEN","2058","ULLENSAKER","3209","Norge","NO","2022-07-22","","false","2022-07-22","","829513072",""
"971768819","SVENDSEN SIGURD B","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.593","Butikkhandel med kjøkkenutstyr, glass og steintøy","","","","","","","false","","","Postboks 53","SKUDENESHAVN","4297","KARMØY","1149","Norge","NO","Kirkevegen 3","SKUDENESHAVN","4280","KARMØY","1149","Norge","NO","1995-02-23","","false","1965-12-31","","952511475",""
"928365026","YOLSPAGNOL YOLANDA LORENZO CORRALES","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","85.599","Annen undervisning ikke nevnt annet sted","","","","","","","false","","","","","","","","","","Dalsbergstien 22B","OSLO","0170","OSLO","0301","Norge","NO","2021-12-21","","false","2020-01-01","","913280237",""
"932663686","BJØRN ARILD LINDLAND","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","01.452","Geitehold","","","","","","","false","","","","","","","","","","Tjøstheimsvegen 180","TAU","4121","STRAND","1130","Norge","NO","2023-12-19","","false","2022-01-01","","985563470",""
"971795301","ÅRSTAD INGE S AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","46.694","Engroshandel med maskiner og utstyr til handel, transport og tjenesteyting ellers","","","","","","","true","24","","","","","","","","","Koppholen 4","SANDNES","4313","SANDNES","1108","Norge","NO","1995-02-23","","false","1965-12-31","","934349210",""
"930217670","JW BREMNES","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","03.111","Hav- og kystfiske","","","","","","","false","","","","","","","","","","Gulldokkveien 25","HAMARVIK","7263","FRØYA","5014","Norge","NO","2022-11-12","","false","2022-09-30","","930085030",""
"979589409","SØNDRE NORDSTRAND HELSESTASJON","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","86.903","Helsestasjon og skolehelsetjeneste","","","","","","","true","73","","Postboks 180  Holmlia","OSLO","1203","OSLO","0301","Norge","NO","Holmlia Senter vei 9","OSLO","1255","OSLO","0301","Norge","NO","1998-07-28","","false","1989-01-01","","972408875",""
"913127374","FOLLO FERDIGPLEN","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","01.300","Planteformering","","","","","","","false","","folloferdigplen.no","","","","","","","","Drøbakveien 192","ÅS","1433","ÅS","3218","Norge","NO","2014-01-25","","false","2014-01-01","","913078748",""
"998747791","NAVARATNAM","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","86.211","Allmenn legetjeneste","","","","","","","false","","www.moldebrygge.no","c/o M. Navaratnam/nJulsundvegen 2","MOLDE","6412","MOLDE","1506","Norge","NO","Verftsgata 10","MOLDE","6416","MOLDE","1506","Norge","NO","2012-08-23","","false","2012-08-16","","998732417",""
"927734907","HIÅSEN ODDVAR DØDSBO","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","81.101","Vaktmestertjenester","","","","","","","false","","","","","","","","","","Kringstadsvingen 8","PRESTFOSS","3350","SIGDAL","3332","Norge","NO","2021-09-17","","false","2021-05-01","","870278012",""
"973464043","NES LISBETH","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","86.230","Tannhelsetjenester","","","","","","","false","","","Postboks 154","MÅLØY","6701","KINN","4602","Norge","NO","Måløy Brygge 3 etg","MÅLØY","6700","KINN","4602","Norge","NO","1995-02-23","","false","1989-02-01","","971483784",""
"871912912","JAMTVEIT KARL K","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","","","","","","","","","Nordre Vestsidaveg 572","NOTODDEN","3677","NOTODDEN","4005","Norge","NO","1995-02-22","","false","1977-09-09","2021-01-01","995522896",""
"971945249","JAN - ARNE SKALMERÅS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","49.320","Drosjebiltransport","","","","","","","true","","","","","","","","","","Kvithyll","RISSA","7100","INDRE FOSEN","5054","Norge","NO","1995-02-23","","false","1980-04-25","2001-01-01","983401198",""
"918262040","STRANDGATEN 9 AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","www.vfeiendom.no","","","","","","","","Torget 7","BERGEN","5014","BERGEN","4601","Norge","NO","2016-12-21","","false","2015-01-01","","999185363",""
"930030481","MUZAFFAR TECH","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","62.020","Konsulentvirksomhet tilknyttet informasjonsteknologi","","","","","","","false","","","","","","","","","","Nyjordstubben 134","OSLO","1275","OSLO","0301","Norge","NO","2022-10-13","","false","2022-09-02","","929856848",""
"926775359","GJØSÆTER TEKSTIL","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.912","Postordre-/Internetthandel med tekstiler, utstyrsvarer, klær, skotøy, reiseeffekter og lærvarer","","","","","","","false","","","","","","","","","","Helgesens gate 20B","OSLO","0553","OSLO","0301","Norge","NO","2021-03-11","","false","2021-02-15","","926649892",""
"991210407","MERCTURN AS AVD SKIBOTN","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","69.202","Revisjon","","","","","","","false","","","","","","","","","","Industriveien 46","SKIBOTN","9143","STORFJORD","5538","Norge","NO","2007-05-02","","false","2006-08-15","","968968211",""
"973780395","AKERSHUS ØKONOMI AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","69.201","Regnskap og bokføring","","","","","","","true","","","Postboks 494","SANDVIKA","1302","BÆRUM","3201","Norge","NO","Løkketangen 20A","SANDVIKA","1337","BÆRUM","3201","Norge","NO","1995-02-22","","false","","","851654062",""
"926413767","SAMEIET BROKANESET","AAFY","Underenhet til ikke-næringsdrivende","97.000","Lønnet arbeid i private husholdninger","","","","","","","false","","","Brokanesvegen 56","VALEVÅG","5554","SVEIO","4612","Norge","NO","c/o Gunnar Konrad Skaug/nSpannatoppen 24","KARMSUND","5542","KARMØY","1149","Norge","NO","2021-01-19","","false","2021-01-19","","926412442",""
"818865252","BAALEE RESTAURANT PETTERSEN","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","56.101","Drift av restauranter og kafeer","","","","","","","false","","","Tue 21","BALESTRAND","6899","SOGNDAL","4640","Norge","NO","Kong Beles veg 20","BALESTRAND","6899","SOGNDAL","4640","Norge","NO","2017-04-19","","false","2017-03-05","","918722998",""
"879181712","LUND EIENDOM AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","true","","","","","","","","","","Grønland 62","DRAMMEN","3045","DRAMMEN","3301","Norge","NO","1997-09-02","","false","1994-06-17","","970991549",""
"976644999","BDO AS AVD AURE","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","69.202","Revisjon","","","","","","","false","","","","","","","","","","","AURE","6690","AURE","1576","Norge","NO","1996-08-13","","false","1996-08-05","2020-09-01","993606650",""
"932014777","ADVOKATFIRMAET ADVOTEKET AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","69.100","Juridisk tjenesteyting","","","","","","","true","","","Postboks 54","MINNESUND","2094","EIDSVOLL","3240","Norge","NO","Setrevegen 268","MINNESUND","2092","EIDSVOLL","3240","Norge","NO","2023-09-04","","false","2023-08-24","","931741160",""
"926489135","VIK TRANSPORT V/ VIKTORS GOLUBEVS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","53.200","Andre post- og budtjenester","","","","","","","false","","","","","","","","","","c/o Viktors Golubevs/nDrøbakveien 135","ÅS","1433","ÅS","3218","Norge","NO","2021-01-30","","false","2021-01-30","","926453157",""
"827090182","TØMRER KIM A. ERIKSEN ANTONSEN","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","41.200","Oppføring av bygninger","","","","","","","false","","","","","","","","","","Løkkeveien 7","STAVERN","3292","LARVIK","3909","Norge","NO","2021-05-08","","false","2021-04-06","","926992899",""
"928594149","SKOM II AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","","","","","","","","","Rådhusgaten 22","JØRPELAND","4100","STRAND","1130","Norge","NO","2022-01-22","","false","2021-10-11","","928427242",""
"924125748","LADE ALLE 31","AAFY","Underenhet til ikke-næringsdrivende","","","","","","","","","false","","","","","","","","","","Lade alle 31","TRONDHEIM","7041","TRONDHEIM","5001","Norge","NO","2019-12-13","","false","","","921686293",""
"931098861","KARL ERIK BEVOLDEN","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","43.320","Snekkerarbeid","","","","","","","false","","","","","","","","","","Lysgårdsvegen 6","LILLEHAMMER","2618","LILLEHAMMER","3405","Norge","NO","2023-03-23","","false","2023-03-17","","931096214",""
"915572790","ØYSTEIN GUTTORMSEN","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","01.410","Melkeproduksjon på storfe","01.451","Sauehold","","","","","false","","","","","","","","","","Skjelbreiavegen 311","REINSVOLL","2840","VESTRE TOTEN","3443","Norge","NO","2015-06-22","","false","2015-01-01","","915522270",""
"929767187","KT KOPI & TRYKK AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","18.120","Trykking ellers","","","","","","","true","","","","","","","","","","Davit Gáhkkorluodda 11","KAUTOKEINO","9522","KAUTOKEINO","5612","Norge","NO","2022-09-05","","false","2022-08-22","","929736761",""
"928386953","FIVI EIENDOM AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","41.109","Utvikling og salg av egen fast eiendom ellers","","","","","","","false","","","c/o A G Vigemyr AS/nMarnarveien 1687","ØYSLEBØ","4532","LINDESNES","4205","Norge","NO","v/Gunnar Vigemyr/nNordre Heddeland 55","MARNARDAL","4534","LINDESNES","4205","Norge","NO","2021-12-21","","false","2020-01-01","","980119432",""
"931105779","EDGES SALON. BRAZAITIENE","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","96.020","Frisering og annen skjønnhetspleie","","","","","","","false","","","","","","","","","","Figgenveien 52","FIGGJO","4332","SANDNES","1108","Norge","NO","2023-03-25","","false","2023-03-01","","931104179",""
"973468529","VEST PROSJEKT- OG EIENDOMSUTVIKLING AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","true","","","","","","","","","","Asnesåsen 11B","SANDEFJORD","3222","SANDEFJORD","3907","Norge","NO","1995-03-12","","false","1989-05-01","","951900478",""
"921059183","UNOTEK AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","82.990","Annen forretningsmessig tjenesteyting ikke nevnt annet sted","","","","","","","false","","","","","","","","","","Roligheta 2","KLEPP STASJON","4353","KLEPP","1120","Norge","NO","2018-06-26","","false","2018-06-13","","921025939",""
"876714752","7-ELEVEN 7070 VATERLANDSPASS OSLO","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.112","Kioskhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler","","","","","","","true","13","www.7-eleven.no","c/o Timothy John Walton/nTajbråtveien 48","FAGERSTRAND","1454","NESODDEN","3212","Norge","NO","Stenersgata 1E","OSLO","0050","OSLO","0301","Norge","NO","1996-09-06","","false","1996-03-20","2021-01-14","926333879",""
"920067980","EVANGELIEHUSET DEN FRIE EVANGELISK FORSAMLING STAVANGER","AAFY","Underenhet til ikke-næringsdrivende","94.910","Religiøse organisasjoner","","","","","","","false","","","Postboks 1161","STAVANGER","4095","STAVANGER","1103","Norge","NO","Gulaksveien 1","STAVANGER","4017","STAVANGER","1103","Norge","NO","2017-12-14","","false","","","971084588",""
"912280713","HALLINGFRAKT AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","71.129","Annen teknisk konsulentvirksomhet","","","","","","","false","","www.hallingfrakt.no","Drammensveien 159","MJØNDALEN","3050","DRAMMEN","3301","Norge","NO","Industriveien 5","KONGSBERG","3610","KONGSBERG","3303","Norge","NO","2013-08-07","","false","2013-07-15","","912262103",""
"922405417","VALHALLA","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.789","Butikkhandel ikke nevnt annet sted","","","","","","","true","","","","","","","","","","Markens gate 48","KRISTIANSAND S","4612","KRISTIANSAND","4204","Norge","NO","2019-03-18","","false","2019-03-01","","922363811",""
"930984116","HAGAVOLD BYGG & HÅNDVERK","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","41.200","Oppføring av bygninger","","","","","","","false","","","","","","","","","","Solsikkeveien 7A","VIKERSUND","3370","MODUM","3316","Norge","NO","2023-03-08","","false","2023-02-28","","930982016",""
"920273939","ANANKI AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","62.010","Programmeringstjenester","","","","","","","true","","","","","","","","","","c/o Mesh/nTordenskiolds gate 2","OSLO","0160","OSLO","0301","Norge","NO","2018-01-18","","false","2018-01-02","","920156495",""
"932541254","ROKNE GREVEGROOVES","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","90.011","Utøvende kunstnere og underholdningsvirksomhet innen musikk","","","","","","","false","","","","","","","","","","Kronstadveien 9A","BERGEN","5053","BERGEN","4601","Norge","NO","2023-11-29","","false","2023-11-11","","932539616",""
"832636002","STIFTELSEN KRETSLØPET","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","94.992","Fond/legater som støtter veldedige og allmennyttige formål","","","","","","","false","","","","","","","","","","v/Vippa AS/nAkershusstranda 25","OSLO","0150","OSLO","0301","Norge","NO","2023-12-19","","false","2022-01-01","","918872612",""
"927411997","EVASION EVENT DA","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","93.291","Opplevelsesaktiviteter","","","","","","","false","","","","","","","","","","Smestadhøgda 14","FJERDINGBY","2008","RÆLINGEN","3224","Norge","NO","2021-07-13","","false","2021-06-21","","927401509",""
"811808172","KJØKKENMONTERING TRON KNUDSEN","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","43.320","Snekkerarbeid","","","","","","","false","","","","","","","","","","Nygårdsbakken 16","HAFRSFJORD","4044","STAVANGER","1103","Norge","NO","2013-04-11","","false","2013-05-01","","911771039",""
"973608835","UGLEBAKKEN BARNEHAGE","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","88.911","Barnehager","","","","","","","true","17","","Postboks 313","LILLESTRØM","2001","LILLESTRØM","3205","Norge","NO","Landskronaveien 154","SKJETTEN","2013","LILLESTRØM","3205","Norge","NO","1995-02-22","","false","","","974635526",""
"922192367","FUN EIENDOM AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","68.100","Kjøp og salg av egen fast eiendom","","","","","","","false","","","","","","","","","","Kolheivegen 18B","BRYNE","4340","TIME","1121","Norge","NO","2019-02-09","","false","2019-01-01","","922060770",""
"921917937","LIEDS EIENDOM AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","28.410","Produksjon av maskinverktøy til metallbearbeiding","","","","","70.100","Hovedkontortjenester","false","","","Postboks 8040 Spjelkavik","ÅLESUND","6022","ÅLESUND","1508","Norge","NO","Blindheimsgeilane 1","ÅLESUND","6012","ÅLESUND","1508","Norge","NO","2018-12-19","","false","2017-01-01","","918834451",""
"979161026","INVESTTECH COM AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","66.120","Verdipapirmegling","","","","","","","true","11","","","","","","","","","Strandveien 17","LYSAKER","1366","BÆRUM","3201","Norge","NO","1997-08-25","","false","1997-05-01","","978655424",""
"923502629","HANS NORDAHLS GATE 54-66 UTOMHUSSAMEIE","AAFY","Underenhet til ikke-næringsdrivende","","","","","","","","","false","","","c/o OBOS Eiendomsforvaltning AS/nPostboks 6668/nSt Olavs Plass","OSLO","0129","OSLO","0301","Norge","NO","Hammersborg torg 1","OSLO","0179","OSLO","0301","Norge","NO","2019-10-03","","false","","","919769300",""
"923764399","EVEN S. ØSTGÅRD","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","86.909","Andre helsetjenester","","","","","","","false","","","","","","","","","","Tosletta 16","BJØRNEMYR","1453","NESODDEN","3212","Norge","NO","2019-11-05","","false","2019-10-10","","923683828",""
"913912292","EMIRATES","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","51.100","Lufttransport med passasjerer","","","","","","","true","12","","","","","","","","","Munkedamsveien 35","OSLO","0250","OSLO","0301","Norge","NO","2014-07-21","","false","2014-07-08","","913840771",""
"829784912","FUREKA ROGNLI","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","96.090","Personlig tjenesteyting ikke nevnt annet sted","","","","","","","false","","","","","","","","","","Furuveien 1","RENA","2450","ÅMOT","3422","Norge","NO","2022-09-07","","false","2022-06-20","","929490193",""
"928805492","JUNE ASPEN ENK","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","88.991","Barneverntjenester","","","","","","","false","","","","","","","","","","Statsminister Kolstads vei 30","SARPSBORG","1710","SARPSBORG","3105","Norge","NO","2022-02-24","","false","2022-01-01","","928630080",""
"932660490","FATTIGHUSET","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","88.995","Sosiale velferdsorganisasjoner","","","","","","","false","","","","","","","","","","Grønlandsleiret 39","OSLO","0190","OSLO","0301","Norge","NO","2023-12-19","","false","2022-01-01","","982286379",""
"999210546","VE OG VEL NARVIK AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","86.211","Allmenn legetjeneste","","","","","","","true","","","","","","","","","","Kirkegata 36","NARVIK","8516","NARVIK","1806","Norge","NO","2012-12-01","","false","2012-10-11","","999184413",""
"827151122","KEYSERLØKKA MOTORHISTORISKE FORENING","AAFY","Underenhet til ikke-næringsdrivende","94.991","Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted","","","","","","","false","","","","","","","","","","c/o Erik Skaug Nævestad/nTraneveien 14","OSLO","0575","OSLO","0301","Norge","NO","2021-05-26","","false","2021-05-26","","927149133",""
"919253290","AS3 NORGE AS AVD OSLO SØR","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","85.609","Andre tjenester tilknyttet undervisning","","","","","","","true","","","Postboks 202","LYSAKER","1326","BÆRUM","3201","Norge","NO","Oluf Onsums vei 9","OSLO","0680","OSLO","0301","Norge","NO","2017-07-04","","false","2016-04-01","2021-01-01","983603912",""
"916059086","DRÅPEN I HAVET","AAFY","Underenhet til ikke-næringsdrivende","94.991","Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted","","","","","","","true","","www.drapenihavet.no","c/o Jacobsen/nHammerstadveien 9","STABEKK","1369","BÆRUM","3201","Norge","NO","","","","","","","","2015-10-12","","false","","","915990347",""
"928171515","TEMMA AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","71.129","Annen teknisk konsulentvirksomhet","","","","","","","true","","","","","","","","","","Holtelisvingen 16","DOKKA","2870","NORDRE LAND","3448","Norge","NO","2021-11-20","","false","2021-09-23","","927900688",""
"926619322","RC TRUCKS HARSTAD","AAFY","Underenhet til ikke-næringsdrivende","93.120","Idrettslag og -klubber","","","","","","","false","","","","","","","","","","c/o Terje Ovesen/nVesteråsveien 3","HARSTAD","9409","HARSTAD","5503","Norge","NO","2021-02-17","","false","2021-02-17","","926617575",""
"923618074","ORKLAND SV","AAFY","Underenhet til ikke-næringsdrivende","94.920","Partipolitiske organisasjoner","","","","","","","false","","","","","","","","","","C/O Rønningsbakk/nBreivegen 7","FANNREM","7320","ORKLAND","5059","Norge","NO","2019-10-16","","false","","","922544093",""
"973469665","BØNES MENIGHETS BARNEHAGE","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","88.911","Barnehager","","","","","","","true","9","bones.menighets.barnehage.no/","","","","","","","","Våkleiven 68","BØNES","5155","BERGEN","4601","Norge","NO","1995-02-23","","false","1989-01-02","","971486643",""
"827341312","HOLTET HR CONSULTING","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","70.220","Bedriftsrådgivning og annen administrativ rådgivning","","","","","","","false","","","","","","","","","","c/o Merete Holtet/nKarenslyst allé 1A","OSLO","0278","OSLO","0301","Norge","NO","2021-06-26","","false","2021-05-20","","927185474",""
"918095926","AKTIVUM EIENDOM AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","41.109","Utvikling og salg av egen fast eiendom ellers","","","","","","","true","","","","","","","","","","Syningen hyttefelt 77","TORPO","3579","ÅL","3328","Norge","NO","2016-11-24","","false","2016-08-15","","918039015",""
"818192622","X2 INCOR AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","","","","","","","","","Ulsbergleitet 27","STAVANGER","4034","STAVANGER","1103","Norge","NO","2016-12-14","","false","2016-11-16","","918087788",""
"926314122","NORBITES AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","46.390","Engroshandel med bredt utvalg av nærings- og nytelsesmidler","","","","","","","false","","","","","","","","","","Olav Kyrres gate 13","OSLO","0273","OSLO","0301","Norge","NO","2020-12-31","","false","2020-11-17","","826045612",""
"831806982","SHAHEEM SHAHBAZ","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","59.110","Produksjon av film, video og fjernsynsprogrammer","","","","","","","false","","","Stovnerlia 47","OSLO","0983","OSLO","0301","Norge","NO","Ødegårds vei 14","LØRENSKOG","1470","LØRENSKOG","3222","Norge","NO","2023-08-01","","false","2023-06-27","","931793438",""
"993110086","BEAUTYCONSULTING AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.990","Detaljhandel utenom utsalgssted ellers","","","","","","","true","","","","","","","","","","Furuholtet 1","SKEDSMOKORSET","2020","LILLESTRØM","3205","Norge","NO","2008-09-22","","false","2008-04-21","2016-01-02","916565194",""
"977983398","MORTEN JERVEN","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","02.200","Avvirkning","01.110","Dyrking av korn (unntatt ris), belgvekster og oljeholdige vekster","","","","","true","","","","","","","","","","Børsumveien 51","ÅS","1433","ÅS","3218","Norge","NO","1997-06-13","","false","1990-03-26","2016-01-02","986956077",""
"977435617","TERJE AASEBØ BYGGEVIRKSOMHET","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","43.320","Snekkerarbeid","","","","","","","false","","","","","","","","","","Husebybakken 24A","OSLO","0379","OSLO","0301","Norge","NO","1997-04-15","","false","1997-02-17","","977250641",""
"931542087","RAULAND ENTREPRENØR AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","43.120","Grunnarbeid","","","","","","","false","","","","","","","","","","Totakvegen 29","RAULAND","3864","VINJE","4036","Norge","NO","2023-06-08","","false","2023-02-17","","931316362",""
"993046647","POWER NORGE AS AVD BRUMUNDDAL","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.540","Butikkhandel med elektriske husholdningsapparater","","","","","","","true","9","","Postboks 523","LØRENSKOG","1471","LØRENSKOG","3222","Norge","NO","Stampeveien 20","BRUMUNDDAL","2380","RINGSAKER","3411","Norge","NO","2008-09-03","","false","2008-09-25","","977047838",""
"823505302","SETRA BORETTSLAG","AAFY","Underenhet til ikke-næringsdrivende","68.201","Borettslag","","","","","","","false","","","v/OBOS/nPostboks 6666 St Olavs plass","OSLO","0129","OSLO","0301","Norge","NO","v/OBOS/nHammersborg torg 1","OSLO","0179","OSLO","0301","Norge","NO","2019-10-03","","false","","","950474084",""
"922888663","AURSKOGVETERANENE","AAFY","Underenhet til ikke-næringsdrivende","90.011","Utøvende kunstnere og underholdningsvirksomhet innen musikk","","","","","","","false","","","","","","","","","","c/o Konny Kyhen Skansen/nHaneborgveien 506","AURSKOG","1930","AURSKOG-HØLAND","3226","Norge","NO","2019-06-13","","false","","","981929101",""
"932100029","SYNSAM GROUP NORWAY AS AVD SYNSAM NARVIK","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.782","Butikkhandel med optiske artikler","","","","","","","true","6","","","","","","","","","Bolagsgata 1","NARVIK","8514","NARVIK","1806","Norge","NO","2023-09-20","","false","2023-12-07","","994496093",""
"928245438","GJELSVIK SERVICE OG MONTERING","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","81.101","Vaktmestertjenester","","","","","","","false","","","","","","","","","","Knappen 50","HJELMÅS","5915","ALVER","4631","Norge","NO","2021-11-30","","false","2021-07-01","","921457766",""
"988000817","IT ANSVARLIG SALVESEN","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","62.020","Konsulentvirksomhet tilknyttet informasjonsteknologi","","","","","","","false","","www.itansvarlig.com","","","","","","","","Slotteveien 44","ARENDAL","4848","ARENDAL","4203","Norge","NO","2005-03-14","","false","2005-03-15","","987984570",""
"980423980","FRANK LØNBERG","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","01.110","Dyrking av korn (unntatt ris), belgvekster og oljeholdige vekster","","","","","","","false","","","","","","","","","","Forberg/nKlaseigutua 57","EIDSVOLL VERK","2074","EIDSVOLL","3240","Norge","NO","1999-01-07","","false","1998-11-09","","973053299",""
"922998418","LIFTMASTER SIA","AAFY","Underenhet til ikke-næringsdrivende","43.290","Annet installasjonsarbeid","","","","","","","false","","","","","","","","","","Sesku iela 10 k-1 65","1035 RIGA","","","","Latvia","LV","2019-07-01","","false","","","999277020",""
"931973045","CHILI HAUGENSTUA AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.111","Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler","","","","","","","true","6","","","","","","","","","Garver Ytteborgs vei 98","OSLO","0977","OSLO","0301","Norge","NO","2023-08-29","","false","2023-06-07","","931712381",""
"972313483","NAMDAL RESSURS AS AVD NAMSOS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","46.694","Engroshandel med maskiner og utstyr til handel, transport og tjenesteyting ellers","","","","","","","true","12","www.namdalressurs.no","","","","","","","","Verftsgata 12","NAMSOS","7800","NAMSOS","5007","Norge","NO","1995-02-23","","false","1992-11-01","","961284252",""
