organisasjonsnummer,navn,organisasjonsform.kode,organisasjonsform.beskrivelse,naeringskode1.kode,naeringskode1.beskrivelse,naeringskode2.kode,naeringskode2.beskrivelse,naeringskode3.kode,naeringskode3.beskrivelse,hjelpeenhetskode.kode,hjelpeenhetskode.beskrivelse,harRegistrertAntallAnsatte,antallAnsatte,hjemmeside,postadresse.adresse,postadresse.poststed,postadresse.postnummer,postadresse.kommune,postadresse.kommunenummer,postadresse.land,postadresse.landkode,forretningsadresse.adresse,forretningsadresse.poststed,forretningsadresse.postnummer,forretningsadresse.kommune,forretningsadresse.kommunenummer,forretningsadresse.land,forretningsadresse.landkode,institusjonellSektorkode.kode,institusjonellSektorkode.beskrivelse,sisteInnsendteAarsregnskap,registreringsdatoenhetsregisteret,stiftelsesdato,registrertIMvaRegisteret,frivilligMvaRegistrertBeskrivelser,registrertIFrivillighetsregisteret,registrertIForetaksregisteret,registrertIStiftelsesregisteret,konkurs,konkursdato,underAvvikling,underAvviklingDato,underTvangsavviklingEllerTvangsopplosning,tvangsopplostPgaManglendeDagligLederDato,tvangsopplostPgaManglendeRevisorDato,tvangsopplostPgaManglendeRegnskapDato,tvangsopplostPgaMangelfulltStyreDato,tvangsavvikletPgaManglendeSlettingDato,overordnetEnhet,maalform,vedtektsdato,vedtektsfestetFormaal,aktivitet
"932819864","PINSEDAG THIABSAENG","ENK","Enkeltpersonforetak","96.040","Virksomhet knyttet til kroppspleie og fysisk velvære","","","","","","","false","","","","","","","","","","Slottsbrugata 35","PORSGRUNN","3913","PORSGRUNN","4001","Norge","NO","8200","Personlig næringsdrivende","","2024-01-12","","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Velværemassasje."
"998543118","BYGGVISUALISERING AS","AS","Aksjeselskap","71.121","Byggeteknisk konsulentvirksomhet","","","","","","","true","","","","","","","","","","Yorkstien 4","SANDEFJORD","3233","SANDEFJORD","3907","Norge","NO","2100","Private aksjeselskaper mv.","2022","2012-06-26","2012-06-14","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2012-06-14","Tegning/konsulenttjenester innen bygg og anlegg bygg , herunder å delta i andre selskap med lignende virksomhet, og kjøp og salg av aksjer eller på annen måte gjøre seg interessert i andre foretak.","Tegning/konsulenttjenester innen bygg og anlegg bygg , herunder å delta i andre selskap med lignende virksomhet, og kjøp og salg av aksjer eller på annen måte gjøre seg interessert i andre foretak."
"919950757","CLINIC VAKKER AS","AS","Aksjeselskap","96.020","Frisering og annen skjønnhetspleie","","","","","","","true","","","Varabergkroken 7C","SOLA","4051","SOLA","1124","Norge","NO","Solakrossen 11","SOLA","4050","SOLA","1124","Norge","NO","2100","Private aksjeselskaper mv.","2022","2017-11-22","2017-11-02","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2017-11-02","Hudpleie og velværetjenester, herunder import, kjøp og salg av produkter og tjenester som står i forbindelse med dette.","Hudpleie og velværetjenester."
"991223355","SAMEIET JONSVANNSVEIEN 85","ESEK","Eierseksjonssameie","","","","","","","","","false","","","c/o Boligbyggelaget TOBB/nPostboks 2424 Torgarden","TRONDHEIM","7005","TRONDHEIM","5001","Norge","NO","c/o Boligbyggelaget TOBB/nKrambugata 7","TRONDHEIM","7011","TRONDHEIM","5001","Norge","NO","","","","2007-05-21","2007-03-09","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2007-03-09","Eierseksjonssameie.","Eierseksjonssameie."
"921708874","NORSK PSYKEDELISK VITENSKAP","FLI","Forening/lag/innretning","94.991","Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted","","","","","","","false","","","","","","","","","","c/o Anna Marie Høifødt/nTangenveien 85","NESODDTANGEN","1450","NESODDEN","3212","Norge","NO","7000","Ideelle organisasjoner","","2018-11-20","2018-10-16","false","","true","false","false","false","","false","","false","","","","","","","Bokmål","","","Foreningen er stiftet med formål om å være et samlingspunkt for akademikere, forskere og forfattere som jobber innenfor psykedelisk vitenskap. Vi ønsker å holde temamøter, konferanser og bistå faglig for andre enheter. Formålet oppnås gjennom aktiviteter som temamøter, konferanser, arrangementer for nettverksbygging og støtte av faglige reiser."
"997795954","PRIVATE EQUITY GROWTH 2012 AS","AS","Aksjeselskap","64.302","Alternative investeringsfond (AIF) som ikke er verdipapirfond","","","","","","","false","","","Postboks 2081 Vika","OSLO","0125","OSLO","0301","Norge","NO","Ruseløkkveien 30","OSLO","0251","OSLO","0301","Norge","NO","4500","Alternative investeringsfond (AIF) unntatt verdipapirfond","2022","2012-01-05","2012-01-02","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2021-05-04","Drive investeringsvirksomhet, herunder direkte eller indirekte investere i fond, fond i fond innenfor private equity, medinvestere i selskaper, samt drive annen virksomhetsom som står i forbindelse med hovedformålet, herunder kapitalforvaltning.","Porteføljeinvesteringsselskaper."
"928715558","OSTRA NORGE MALMKVIST","ENK","Enkeltpersonforetak","47.912","Postordre-/Internetthandel med tekstiler, utstyrsvarer, klær, skotøy, reiseeffekter og lærvarer","","","","","","","false","","","","","","","","","","Hareveien 13B","TÅRNÅSEN","1413","NORDRE FOLLO","3207","Norge","NO","8200","Personlig næringsdrivende","","2022-02-10","","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","","","Salg av sportsartikler og klær fra distributør i Norge."
"922758530","SIEM SIKKERHET FØRST","ENK","Enkeltpersonforetak","70.220","Bedriftsrådgivning og annen administrativ rådgivning","","","","","","","false","","","","","","","","","","Strandvegen 131D","HAMAR","2316","HAMAR","3403","Norge","NO","8200","Personlig næringsdrivende","2020","2019-05-16","","true","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Sikkerhetsforebyggende rådgiving herunder ROS analyser og forslag til sikkerhetsreduserende tiltak."
"883190122","THE STORY OF NATURE GEORGIANA KEABLE JERSTAD","ENK","Enkeltpersonforetak","90.012","Utøvende kunstnere og underholdningsvirksomhet innen scenekunst","","","","","","","false","","www.georgiana.net","","","","","","","","Oppsalvegen 265","TANGEN","2337","STANGE","3413","Norge","NO","8200","Personlig næringsdrivende","","2001-04-04","","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Fortellerteater i skoler, teater osv. på engelsk og norsk. Kurs for voksne og barn."
"991877479","MARINA NORDSTRAUMEN AS","AS","Aksjeselskap","93.299","Fritidsvirksomhet ellers","","","","","","","false","","","","","","","","","","Sperrevikvegen 20A","LYSEKLOSTER","5215","BJØRNAFJORDEN","4624","Norge","NO","2100","Private aksjeselskaper mv.","2021","2007-11-12","2007-10-15","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2007-10-15","Utbygging og drift av marina for småbåter samt deltakelse i andre selskaper.","Utbygging og drift av marina for småbåter samt deltakelse i andre selskaper."
"932562448","AGDERPARKEN BN1 TOMT 3 AS","AS","Aksjeselskap","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","","","","","","","","","Rådhusgaten 10","ARENDAL","4836","ARENDAL","4203","Norge","NO","2100","Private aksjeselskaper mv.","","2023-12-04","2023-09-28","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2023-09-28","Næringsutvikling, herunder kjøp, salg og utleie av fast eiendom samt hva som naturlig hører sammen med dette. Selskapet kan også opprette selskap og eie andeler i andre selskap.","Utleie av fast eiendom."
"974635364","HAMAR KOMMUNE OPPLÆRING OG OPPVEKST","ORGL","Organisasjonsledd","84.120","Offentlig administrasjon tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern","","","","","","","true","1488","www.hamar.kommune.no","Postboks 4063","HAMAR","2306","HAMAR","3403","Norge","NO","Vangsvegen 51","HAMAR","2317","HAMAR","3403","Norge","NO","6500","Kommuneforvaltningen","","1996-08-28","1969-02-01","false","","false","false","false","false","","false","","false","","","","","","970540008","Bokmål","","","Tjenester for barn og unge, skole og barnehage"
"931689045","HAALAND ROMERIKE AS KONKURSBO","KBO","Konkursbo","43.210","Elektrisk installasjonsarbeid","43.221","Rørleggerarbeid","","","","","false","","","v/Adv. Odd Hanisch/nVormavegen 11","EIDSVOLL","2080","EIDSVOLL","3240","Norge","NO","Hovinmovegen 14","GARDERMOEN","2060","ULLENSAKER","3209","Norge","NO","","","","2023-07-05","2023-07-05","true","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Konkursbo."
"899272722","SAMEIET SENTRUMSGÅRDEN III","ESEK","Eierseksjonssameie","97.000","Lønnet arbeid i private husholdninger","","","","","","","false","","www.bate.no","c/o Bate Boligbyggelag/nPostboks 88 Sentrum","STAVANGER","4001","STAVANGER","1103","Norge","NO","Zetlitzveien 2","STAVANGER","4017","STAVANGER","1103","Norge","NO","","","2022","2012-12-22","2012-11-16","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2012-08-21","Eierseksjonssameie","Eierseksjonssameie"
"998290163","CEROLU AS","AS","Aksjeselskap","72.110","Forskning og utviklingsarbeid innen bioteknologi","","","","","","","false","","","","","","","","","","Svaleveien 5A","OSLO","1182","OSLO","0301","Norge","NO","2100","Private aksjeselskaper mv.","2022","2012-05-10","2012-03-09","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2012-03-09","Tjenester innen Biotech og Biomedisin og andre produkter/tjenester som naturlig hører sammen med dette, herunder å delta i andre selskap med lignenede virksomhet, og kjøp og salg av aksjer eller på annen måte gjøre seg interessert i andre foretak.","Selge tjenester innen Biotech og Biomedisin."
"993049166","SA SALG AS","AS","Aksjeselskap","80.200","Tjenester tilknyttet vakttjenester","","","","","82.202","Telefonsalg","true","126","","Postboks 113 Grefsen","OSLO","0409","OSLO","0301","Norge","NO","Vitaminveien 1A","OSLO","0485","OSLO","0301","Norge","NO","2100","Private aksjeselskaper mv.","2022","2008-09-04","2008-08-27","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2008-08-27","Ansettelse og opplæring av selgere for-på vegne av andre selskaper- å selge varer og tjenester.","Dørsalg og telefonsalg herunder messer og stands."
"912249638","POLARCUS LIMITED","NUF","Norskregistrert utenlandsk foretak","71.129","Annen teknisk konsulentvirksomhet","","","","","","","false","","","Polarcus DMCC/nPo Box 283373","Dubai","","","","De forente arabiske emirater","AE","c/o Intertrust Corporate Services/n190 Elgin Avenue/nGeorge Town","GRAND CAYMAN KY1 9005","","","","Caymanøyene","KY","","","2016","2013-08-16","","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Aktivitet innen internasjonal olje-og oljeservice virksomhet."
"930272000","DET TREDJE SKIFTET AS","AS","Aksjeselskap","62.010","Programmeringstjenester","","","","","","","false","","","","","","","","","","Einerstien 47","KRISTIANSAND S","4623","KRISTIANSAND","4204","Norge","NO","2100","Private aksjeselskaper mv.","2022","2022-11-19","2022-11-02","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2022-11-02","Lage løsninger for godt samarbeid i hjemmet med app-teknologi, digitale kurs, rådgivning og podcast.","Lage løsninger for godt samarbeid i hjemmet med app-teknologi, digitale kurs, rådgivning og podcast."
"990369763","SOUND OF NORWAY AS","AS","Aksjeselskap","74.903","Impresariovirksomhet","","","","","","","true","","www.soundofnorway.com","","","","","","","","Strandveien 39D","HUSØYSUND","3132","TØNSBERG","3905","Norge","NO","2100","Private aksjeselskaper mv.","2022","2006-10-26","2006-09-07","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2006-09-07","Artist management, promotering, og utgivelse av fonogram. Under dette ligger blant annet webdesign, fotografi, innspilling av fonogram, samt annet reklamerelatert arbeid. I tillegg kommer andre produkter/tjenester som naturlig hører sammen med dette, herunder å delta i andre selskap med lignende virksomhet, og kjøp og salg av aksjer eller på annen måte gjøre seg interessert i andre foretak.","Artist management, promotering, og utgivelse av fonogram. Under dette ligger blant annet webdesign, fotografi, innspilling av fonogram, samt annet reklamerelatert arbeid. I tillegg kommer andre produkter/tjenester som naturlig hører sammen med dette, herunder å delta i andre selskap med lignende virksomhet, og kjøp og salg av aksjer eller på annen måte gjøre seg interessert i andre foretak."
"992618000","SAMEIET ST. JØRGENS GATE 6","ESEK","Eierseksjonssameie","","","","","","","","","false","","","","","","","","","","St. Jørgens gate 6","BERGEN","5018","BERGEN","4601","Norge","NO","","","","2008-07-24","1984-09-27","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2007-12-04","Eierseksjonssameie.  ","Eierseksjonssameie.  "
"974902168","OLA EGIL LEIKVOLD","ENK","Enkeltpersonforetak","49.410","Godstransport på vei","","","","","","","false","","","","","","","","","","Hemsedalsvegen 66","GOL","3550","GOL","3324","Norge","NO","8200","Personlig næringsdrivende","","1995-08-15","","true","","false","false","false","false","","false","","false","","","","","","","Nynorsk","","","Godstransport med lastebil."
"957338879","THUNE GULLSMED & URMAKER AS","AS","Aksjeselskap","47.772","Butikkhandel med gull- og sølvvarer","47.771","Butikkhandel med ur og klokker","","","","","true","107","","Postboks 6482 Etterstad","OSLO","0605","OSLO","0301","Norge","NO","Nils Hansens vei 8","OSLO","0667","OSLO","0301","Norge","NO","2100","Private aksjeselskaper mv.","2022","1995-03-12","1990-04-09","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2019-02-04","Handel eller ved aksjeeie eller på annen måte å gjøre seg interessert i andre foretagender.","Handel."
"937886705","GRUE SPAREBANK","SPA","Sparebank","64.190","Bankvirksomhet ellers","","","","","","","true","45","www.gruesparebank.no","Postboks 93","KIRKENÆR","2261","GRUE","3417","Norge","NO","Solørvegen 1048","KIRKENÆR","2260","GRUE","3417","Norge","NO","3200","Banker","2022","1995-02-19","1863-02-04","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2023-03-23","Utføre forretninger og tjenester som det er vanlig eller naturlig at sparebanker kan utføre i henhold til den til enhver tid gjeldende lovgivning og de til enhver tid gitte konsesjoner.","Sparebank."
"996592162","FISKERSTRANDS KRAV","ENK","Enkeltpersonforetak","78.100","Rekruttering og formidling av arbeidskraft","","","","","","","false","","","","","","","","","","Dalvegen 39","FISKARSTRAND","6035","SULA","1531","Norge","NO","8200","Personlig næringsdrivende","","2011-02-22","","true","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Rekruttering, formidling av arbeidskraft. Tømrer, salg, økonomisk rådgivning."
"932838311","PET ATTIC URIE","ENK","Enkeltpersonforetak","47.762","Butikkhandel med kjæledyr og fôr til kjæledyr","","","","","","","false","","","","","","","","","","Sandakerveien 50D","OSLO","0477","OSLO","0301","Norge","NO","8200","Personlig næringsdrivende","","2024-01-17","","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","","","Salg av utstyr til kjæledyr."
"921031106","SVEVIA FASTIGHET NORGE AS","AS","Aksjeselskap","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","","","","","","","","","c/o Azets Insight AS/nAtt: Elin Yetim/nStorgata 16","LILLESTRØM","2000","LILLESTRØM","3205","Norge","NO","2100","Private aksjeselskaper mv.","2022","2018-07-18","2018-06-08","true","Utleier av bygg eller anlegg","false","true","false","false","","false","","false","","","","","","","Bokmål","2019-05-27","Eie og forvalte fast eiendom, samt virksomhet som står i forbindelse med dette.","Eie og forvalte fast eiendom, samt virksomhet som står i forbindelse med dette."
"931764519","GLORUD AS","AS","Aksjeselskap","00.000","Uoppgitt","","","","","","","false","","","","","","","","","","Selandgutua 16","NES PÅ HEDMARKEN","2350","RINGSAKER","3411","Norge","NO","2100","Private aksjeselskaper mv.","","2023-07-25","2023-06-22","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2023-06-22","Investere i andre selskap av enhver art. Selskapet kan også investere/leie ut eiendom samt leie ut personell.","Holdingselskap. Utleie av fast eiendom. Bedriftsrådgivning, administrativt."
"917316538","CLASSIC BYGG AS","AS","Aksjeselskap","41.200","Oppføring av bygninger","","","","","","","true","","","","","","","","","","Kløverbakken 15","BJØRKELANGEN","1940","AURSKOG-HØLAND","3226","Norge","NO","2100","Private aksjeselskaper mv.","2022","2016-06-14","2016-05-26","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2016-05-26","Salg av byggetjenester, prosjekteringstjenester og import og salg av byggevarer, samt andre produkter/tjenester som naturlig hører sammen med dette.","Entreprenørtjenester i bygg og anlegg. Kjøp og salg av byggevarer."
"983924840","STØREN SERVICESENTER AS","AS","Aksjeselskap","47.300","Detaljhandel med drivstoff til motorvogner","","","","","","","true","27","","","","","","","","","Svartøyveien 9","STØREN","7290","MIDTRE GAULDAL","5027","Norge","NO","2100","Private aksjeselskaper mv.","2022","2001-11-20","2001-11-14","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2001-11-14","Bensinstasjon og hermed forbunden virksomhet.","Bensinstasjon."
"931628992","LFA INVEST AS","AS","Aksjeselskap","41.109","Utvikling og salg av egen fast eiendom ellers","","","","","","","false","","","","","","","","","","c/o Sven Otto Røhne-Jakobsen/nBrønnumveien 31","SANDEFJORD","3213","SANDEFJORD","3907","Norge","NO","2100","Private aksjeselskaper mv.","","2023-06-23","2023-04-26","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2023-04-26","Kjøp og salg av tomter, fast eiendom, utvikle næringsbygg, lagerseksjoner, utleie av næringsbygg og bolig.","Utvikling av byggeprosjekter for salg eller utleie, totalentreprenør."
"932289709","LIMPIDIUS AS","AS","Aksjeselskap","71.200","Teknisk prøving og analyse","","","","","","","false","","","","","","","","","","Stensengdalen 304","BRUMUNDDAL","2384","RINGSAKER","3411","Norge","NO","2100","Private aksjeselskaper mv.","","2023-10-20","2023-10-02","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2023-10-02","Måling av inneklima og arbeidsmiljø. Kartlegging og risikovurdering av arbeidsmiljø.","Måling av inneklima og arbeidsmiljø. Kartlegging og risikovurdering av arbeidsmiljø."
"980390764","ØRN EIENDOM AS","AS","Aksjeselskap","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","","c/o SpareBank 1 Forsikring AS/nPostboks 340 Sentrum","OSLO","0101","OSLO","0301","Norge","NO","Calmeyers gate 5","OSLO","0183","OSLO","0301","Norge","NO","2100","Private aksjeselskaper mv.","2022","1998-12-22","1998-12-21","true","Utleier av bygg eller anlegg","false","true","false","false","","false","","false","","","","","","","Bokmål","2005-08-15","Kjøp, utvikling og utleie av fast eiendom og alt som står i sammenheng med dette.","Kjøp, utvikling og utleie av fast eiendom og alt som står i sammenheng med dette."
"984423713","ZXY SPORT TRACKING AS","AS","Aksjeselskap","63.110","Databehandling, datalagring og tilknyttede tjenester","","","","","","","true","5","zxy.no","","","","","","","","Inngangg C/nIngvald Ystgaards veg 1","TRONDHEIM","7047","TRONDHEIM","5001","Norge","NO","2100","Private aksjeselskaper mv.","2021","2002-04-29","2002-04-11","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2022-07-15","Realisere og kommersielt utnytte radiobaserte sensorer og posisjoneringssystemer for bruk innenfor idrettssektoren.","Realisere og kommersielt utnytte radiobaserte sensorer og posisjoneringssystemer for bruk innenfor idrettssektoren."
"912751368","TERJE GRUBBMO AS","AS","Aksjeselskap","74.901","Takseringsvirksomhet","","","","","","","false","","","","","","","","","","Canninggata 5","NAMSOS","7800","NAMSOS","5007","Norge","NO","2100","Private aksjeselskaper mv.","2022","2013-11-28","2013-11-12","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2013-11-12","Skadetaksering av formuesobjekter og andre tjenester som naturlig faller sammen med dette, herunder å delta i andre selskaper med lignende virksomhet, kjøp og salg av aksjer, eller på annen måte gjøre seg interessert i andre foretagender.","Skadetaksering av formuesobjekter."
"969505371","AARSTAD KJELL ØYVIND","ENK","Enkeltpersonforetak","02.200","Avvirkning","","","","","","","false","","","","","","","","","","Tverrvegen 53","SKARNES","2100","SØR-ODAL","3415","Norge","NO","8200","Personlig næringsdrivende","","1995-02-20","","true","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Avvirking."
"898257142","NYE TOTEN EPOXY AS","AS","Aksjeselskap","43.330","Gulvlegging og tapetsering","","","","","","","true","","","","","","","","","","c/o Kjell Olav Aannerud/nNils Juls gate 8","REINSVOLL","2840","VESTRE TOTEN","3443","Norge","NO","2100","Private aksjeselskaper mv.","2022","2012-05-14","2012-03-30","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2012-03-30","Gulvlegging og tapetsering og andre produkter/tjenester som naturlig hører sammen med dette, herunder å delta i andre selskap med lignende virksomhet, kjøp og salg av aksjer eller på annen måte gjøre seg interessert i andre foretak.","Gulvlegging og tapetsering."
"921383681","TØNSBERG KOMMUNE","KOMM","Kommune","84.110","Generell offentlig administrasjon","","","","","","","true","7070","tonsberg.kommune.no","Postboks 2410","TØNSBERG","3104","TØNSBERG","3905","Norge","NO","Halfdan Wilhelmsens alle 1C","TØNSBERG","3110","TØNSBERG","3905","Norge","NO","6500","Kommuneforvaltningen","","2018-09-12","","true","Utleier av bygg eller anlegg","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Kommune"
"928674983","MALOU KAHAN","ENK","Enkeltpersonforetak","59.120","Etterarbeid knyttet til produksjon av film, video og fjernsynsprogrammer","","","","","","","false","","","","","","","","","","Sondrevegen 6B","OSLO","0378","OSLO","0301","Norge","NO","8200","Personlig næringsdrivende","","2022-02-04","","true","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Tilby tjenester innen videoklipping."
"932114186","BTP TEKNIKK AS","AS","Aksjeselskap","71.121","Byggeteknisk konsulentvirksomhet","","","","","","","false","","","","","","","","","","Østbyfaret 19C","OSLO","0687","OSLO","0301","Norge","NO","2100","Private aksjeselskaper mv.","","2023-09-22","2023-08-29","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2023-08-29","Forretningsvirksomhet av enhver art, herunder utvikling, finansiering, oppføring, drift og vedlikehold av energiproduserende anlegg samt alt hva som kan stå i den forbindelse, inkludert også konsulentvirksomhet og investeringsvirksomhet av enhver art, herunder deltagelse i andre selskaper.","Ingeniør- og prosjektledertjenester innen byggeprosjekter."
"930900192","EKSETH MICROS","ENK","Enkeltpersonforetak","71.122","Geologiske undersøkelser","","","","","","","false","","","","","","","","","","Åssiden 105","TRØGSTAD","1860","INDRE ØSTFOLD","3118","Norge","NO","8200","Personlig næringsdrivende","","2023-02-27","","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Jordanalyse ved hjelp av mikroskopi uten fast utsalgssted, samt rekruttering og tilknyttet opplæring."
"988391891","MASA AS","AS","Aksjeselskap","86.902","Fysioterapitjeneste","","","","","","","true","","","","","","","","","","Stafsbergvegen 48B","HAMAR","2318","HAMAR","3403","Norge","NO","2100","Private aksjeselskaper mv.","2022","2005-07-06","2005-04-01","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2005-04-01","Utøvelse av fysioterapitjenester, kurs- og informasjonsvirksomhet foruten finansforvaltning og drift av fast eiendom.","Utøvelse av fysioterapitjenester, kurs- og informasjonsvirksomhet tilknyttet fysioterapi foruten finansforvaltning og drift av fast eiendom."
"828104462","SHINY HOLDING AS","AS","Aksjeselskap","62.020","Konsulentvirksomhet tilknyttet informasjonsteknologi","","","","","","","true","","","","","","","","","","Lofthusveien 77","LILLESAND","4790","LILLESAND","4215","Norge","NO","2100","Private aksjeselskaper mv.","2022","2021-11-10","2021-10-21","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2021-12-03","Konsulenttjenester innen informasjonsteknologi, samt drift, opplæring og utvikling av egne og andre selskapers digitale løsninger. Investere i selskaper og eiendom og alt annet som naturlig faller sammen med dette, herunder å delta i andre selskaper med lignende virksomhet, kjøp og salg av aksjer, eller på annen måte gjøre seg interessert i andre foretagende.","Konsulenttjenester innen informasjonsteknologi, samt drift, opplæring og utvikling av egne og andre selskapers digitale løsninger. Investere i selskaper og eiendom og alt annet som naturlig faller sammen med dette, herunder å delta i andre selskaper med lignende virksomhet, kjøp og salg av aksjer, eller på annen måte gjøre seg interessert i andre foretagende."
"930669563","ACAMAR INVEST AS","AS","Aksjeselskap","00.000","Uoppgitt","","","","","","","false","","","","","","","","","","Trygves vei 5B","LØRENSKOG","1473","LØRENSKOG","3222","Norge","NO","2100","Private aksjeselskaper mv.","","2023-01-17","2023-01-02","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2023-09-22","Investere i selskaper, verdipapirer, eiendom og alt annet som naturlig faller sammen med dette, herunder å delta i andre selskaper med lignende virksomhet, kjøp og salg av aksjer.","Holdingselskap."
"923026150","ALVER KYRKJELEGE FELLESRÅD","KIRK","Den norske kirke","94.910","Religiøse organisasjoner","","","","","","","true","42","","","","","","","","","Lonsvegen 1","ISDALSTØ","5914","ALVER","4631","Norge","NO","6500","Kommuneforvaltningen","","2019-07-04","2019-04-26","true","","false","false","false","false","","false","","false","","","","","","","Nynorsk","","","Kirkelig fellesråd."
"989566075","DEUTERO INVEST AS","AS","Aksjeselskap","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","","","","","","","","","Sædalsvegen 56","BERGEN","5099","BERGEN","4601","Norge","NO","2100","Private aksjeselskaper mv.","2022","2006-03-27","2006-02-27","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2007-12-05","Handel med og investering i fast eiendom, verdipapirer og andre formuesobjekter, herunder deltakelse i andre selskaper med lignende virksomhet.","Handel med og investering i fast eiendom, verdipapirer og andre formuesobjekter, herunder deltakelse i andre selskaper med lignende virksomhet."
"979692900","ONNINEN AS","AS","Aksjeselskap","46.691","Engroshandel med maskiner og utstyr til kraftproduksjon og installasjon","","","","","","","true","412","www.onninen.no","Postboks 117","SKEDSMOKORSET","2021","LILLESTRØM","3205","Norge","NO","Høgslundveien 49","SKEDSMOKORSET","2020","LILLESTRØM","3205","Norge","NO","2100","Private aksjeselskaper mv.","2022","1998-04-28","1998-01-19","true","Utleier av bygg eller anlegg","false","true","false","false","","false","","false","","","","","","","Bokmål","2023-02-27","Handelsvirksomhet innen elektro- og entrepenørbransjen, med hovedvekt på logistikk, salg og distrubisjon til detaljist- og sluttkundemarkedet, samt virksomhet som står i sammenheng med dette, herunder deltagelse som aksjonær i andre selskaper med samme eller lignende formål.","Grossisthandel med elektroteknisk materiell."
"917177147","KENANS MATVERDEN AS","AS","Aksjeselskap","56.101","Drift av restauranter og kafeer","","","","","","","true","","","","","","","","","","Klakkjeveien 2","SØMNA","8920","SØMNA","1812","Norge","NO","2100","Private aksjeselskaper mv.","2022","2016-05-13","2016-05-03","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2016-05-03","Restaurant og pub.","Restaurant og pub."
"927184850","LÅRDAL TRETOPPHYTTER AS","AS","Aksjeselskap","55.202","Drift av ferieleiligheter","","","","","","","false","","","","","","","","","","Lårdalsvegen 521","HØYDALSMO","3891","TOKKE","4034","Norge","NO","2100","Private aksjeselskaper mv.","2022","2021-06-02","2021-05-12","true","","false","true","false","false","","false","","false","","","","","","","Nynorsk","2021-10-17","Turistvirksomhet, småskala gårdsturisme. Bygge og drive utleie av tretopphytter.","Turistvirksomhet, småskala gårdsturisme. Bygge og drive utleie av tretopphytter."
"930019798","GRÜNERT X RECORDS","ENK","Enkeltpersonforetak","59.200","Produksjon og utgivelse av musikk- og lydopptak","","","","","","","false","","","","","","","","","","c/o Christine Tømmernes Grünert/nKingos gate 20","OSLO","0457","OSLO","0301","Norge","NO","8200","Personlig næringsdrivende","","2022-10-11","","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Musikkproduksjon og musikkpublisering."
"925800554","MOSSON APS","NUF","Norskregistrert utenlandsk foretak","62.010","Programmeringstjenester","","","","","","","false","","","","","","","","","","Nedergade 16","DK-8400 EBELTOFT","","","","Danmark","DK","","","","2020-11-07","","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","En digital løsning for hestestaller og selges online internasjonalt."
