"path","name","description"
"C.20.2.0","Produksjon av plantevern- og skadedyrmidler og andre landbrukskjemiske produkter","### Shortname: Produksjon landbrukskjemiske prod.

### Notes:
Inkluderer: Omfatter produksjon av innsektdrepende midler, rotteutryddingsmidler, soppinfiserende midler, skadedyrmidler, middmidler, sneglegift og plantevernmidler, antispiringsmidler, plantevekstregulatorer, desinfeksjonsmidler og produksjon av landbrukskjemiske produkter ikke nevnt ellers Ekskluderer: Produksjon av gjødsel- og nitrogenforbindelser grupperes under: 20.15 Produksjon av gjødsel, nitrogenforbindelser og vekstjord"
"C.20.2.0.0","Produksjon av plantevern- og skadedyrmidler og andre landbrukskjemiske produkter","### Shortname: Produksjon landbrukskjemiske prod.

### Notes:
Inkluderer: Omfatter produksjon av innsektdrepende midler, rotteutryddingsmidler, soppinfiserende midler, skadedyrmidler, middmidler, sneglegift og plantevernmidler, antispiringsmidler, plantevekstregulatorer, desinfeksjonsmidler og produksjon av landbrukskjemiske produkter ikke nevnt ellers Ekskluderer: Produksjon av gjødsel- og nitrogenforbindelser grupperes under: 20.15 Produksjon av gjødsel, nitrogenforbindelser og vekstjord"
"C.20.3","Produksjon av maling og lakk, trykkfarger og tetningsmidler","### Shortname: Produksjon maling, lakk mv."
"C.20.3.0","Produksjon av maling og lakk, trykkfarger og tetningsmidler","### Shortname: Produksjon maling, lakk mv.

### Notes:
Inkluderer: Omfatter produksjon av maling og lakk, emalje eller ferniss, bearbeidede pigmenter og midler til farging, emalje, glass og lignende preparater, fugemasse, etningsmateriale og lignende ikke-ildfaste fyllmaterialer eller preparater til overflatebehandling, sammensatte organiske løsningsmidler og fortynningsmidler, bearbeidde malings- og lakkfjerningsmidler og trykkfarger Ekskluderer: Produksjon av fargestoffer og pigmenter grupperes under: 20.12 Produksjon av fargestoffer og pigmenter. Produksjon av blekk og tusj grupperes under: 20.59 Produksjon av kjemiske produkter ikke nevnt annet sted"
"C.20.3.0.0","Produksjon av maling og lakk, trykkfarger og tetningsmidler","### Shortname: Produksjon maling, lakk mv.

### Notes:
Inkluderer: Omfatter produksjon av maling og lakk, emalje eller ferniss, bearbeidede pigmenter og midler til farging, emalje, glass og lignende preparater, fugemasse, etningsmateriale og lignende ikke-ildfaste fyllmaterialer eller preparater til overflatebehandling, sammensatte organiske løsningsmidler og fortynningsmidler, bearbeidde malings- og lakkfjerningsmidler og trykkfarger Ekskluderer: Produksjon av fargestoffer og pigmenter grupperes under: 20.12 Produksjon av fargestoffer og pigmenter. Produksjon av blekk og tusj grupperes under: 20.59 Produksjon av kjemiske produkter ikke nevnt annet sted"
"C.20.4","Produksjon av såpe og vaskemidler, rense- og polermidler, parfyme og toalettartikler","### Shortname: Produksjon vaske- og toalettartikler"
"C.20.4.1","Produksjon av såpe og vaskemidler, rense- og polermidler","### Shortname: Såpe- og vaskemiddelprod. mv.

### Notes:
Inkluderer: Omfatter produksjon av organiske overflateaktive stoffer, papir, vatt og filt mv. som er belagt med såpe eller rengjøringsmiddel, rå glyserol, såpe unntatt kosmetisk såpe, vaskepulver i fast eller flytende form og rengjøringsmidler, oppvaskmidler, bløtleggingsmidler til tekstiler, luktfjerningsmidler, syntetisk voks og bearbeidet voks, polermidler, poleringsmidler til lær, treverk, biler, glass og metall, og skurepulver og -pasta herunder papir og vatt mv. som er belagt med slike preparater Ekskluderer: Produksjon av separate, kjemiskdefinerte forbindelser grupperes under hhv.: 20.13 Produksjon av andre uorganiske kjemikalier og: 20.14 Produksjon av andre organiske kjemiske råvarer. Produksjon av glyserol som er syntetisert av råoljeprodukter grupperes under: 20.14 Produksjon av andre organiske kjemiske råvarer. Produksjon av kosmetisk såpe grupperes under: 20.42 Produksjon av parfyme og toalettartikler"
"C.20.4.1.0","Produksjon av såpe og vaskemidler, rense- og polermidler","### Shortname: Såpe- og vaskemiddelprod. mv.

### Notes:
Inkluderer: Omfatter produksjon av organiske overflateaktive stoffer, papir, vatt og filt mv. som er belagt med såpe eller rengjøringsmiddel, rå glyserol, såpe unntatt kosmetisk såpe, vaskepulver i fast eller flytende form og rengjøringsmidler, oppvaskmidler, bløtleggingsmidler til tekstiler, luktfjerningsmidler, syntetisk voks og bearbeidet voks, polermidler, poleringsmidler til lær, treverk, biler, glass og metall, og skurepulver og -pasta herunder papir og vatt mv. som er belagt med slike preparater Ekskluderer: Produksjon av separate, kjemiskdefinerte forbindelser grupperes under hhv.: 20.13 Produksjon av andre uorganiske kjemikalier og: 20.14 Produksjon av andre organiske kjemiske råvarer. Produksjon av glyserol som er syntetisert av råoljeprodukter grupperes under: 20.14 Produksjon av andre organiske kjemiske råvarer. Produksjon av kosmetisk såpe grupperes under: 20.42 Produksjon av parfyme og toalettartikler"
"C.20.4.2","Produksjon av parfyme og toalettartikler","### Shortname: Parfyme og toalettartikler

### Notes:
Inkluderer: Omfatter produksjon av parfyme og make-up preparater og preparater til skjønnhetspleie, preparater til solbeskyttelse og solbruning, manikyr- og pedikyrpreparater, hårshampo, hårspray og preparater til permanent og glatting av hår, tannkrem og preparater til munnhygiene herunder preparater til fiksering av tannproteser, barberingspreparater herunder før- og etterbarberingspreparater, deodoranter og badesalt, hårfjerningsmidler og kosmetisk såpe Ekskluderer: Ekstrahering og raffinering av naturlige eteriske oljer grupperes under: 20.53 Produksjon av eteriske oljer"
"C.20.4.2.0","Produksjon av parfyme og toalettartikler","### Shortname: Parfyme og toalettartikler

### Notes:
Inkluderer: Omfatter produksjon av parfyme og make-up preparater og preparater til skjønnhetspleie, preparater til solbeskyttelse og solbruning, manikyr- og pedikyrpreparater, hårshampo, hårspray og preparater til permanent og glatting av hår, tannkrem og preparater til munnhygiene herunder preparater til fiksering av tannproteser, barberingspreparater herunder før- og etterbarberingspreparater, deodoranter og badesalt, hårfjerningsmidler og kosmetisk såpe Ekskluderer: Ekstrahering og raffinering av naturlige eteriske oljer grupperes under: 20.53 Produksjon av eteriske oljer"
"C.20.5","Produksjon av andre kjemiske produkter","### Shortname: Produksjon andre kjemiske prod.

### Notes:
Inkluderer: Omfatter produksjon av sprengstoff og pyrotekniske produkter, lim, eteriske oljer og kjemiske produkter ikke nevnt annet sted, f.eks. fotokjemisk materiale (herunder film og lysømfintlig papir), sammensatte diagnosepreparater mv."
"C.20.5.1","Produksjon av eksplosiver","### Shortname: Produksjon av eksplosiver

### Notes:
Inkluderer: Omfatter produksjon av pulver som fremdriftsmiddel, sprengstoff og pyrotekniske produkter herunder fenghetter, detonatorer, signalraketter mv. Inkluderer også: Omfatter også produksjon av fyrstikker"
"C.20.5.1.0","Produksjon av eksplosiver","### Shortname: Produksjon av eksplosiver

### Notes:
Inkluderer: Omfatter produksjon av pulver som fremdriftsmiddel, sprengstoff og pyrotekniske produkter herunder fenghetter, detonatorer, signalraketter mv. Inkluderer også: Omfatter også produksjon av fyrstikker"
"C.20.5.2","Produksjon av lim","### Shortname: Limproduksjon

### Notes:
Inkluderer: Omfatter produksjon av lim og bearbeidede klebemidler, herunder lim og klebemidler produsert på basis av gummi. Ekskluderer: Produksjon av gelatin og gelatinderivater grupperes under: 20.59 Produksjon av kjemiske produkter ikke nevnt annet sted"
"C.20.5.2.0","Produksjon av lim","### Shortname: Limproduksjon

### Notes:
Inkluderer: Omfatter produksjon av lim og bearbeidede klebemidler, herunder lim og klebemidler produsert på basis av gummi. Ekskluderer: Produksjon av gelatin og gelatinderivater grupperes under: 20.59 Produksjon av kjemiske produkter ikke nevnt annet sted"
"C.20.5.3","Produksjon av eteriske oljer","### Shortname: Produksjon av eteriske oljer

### Notes:
Inkluderer: Omfatter produksjon av ekstrakter av naturlige aromatiske produkter, kunstharpiks og blanding av velluktende produkter til bruk ved produksjon av parfyme og matvarer. Ekskluderer: Produksjon av syntetiske aromatiske produkter grupperes under: 20.14 Produksjon av andre organiske kjemiske råvarer. Produksjon av parfyme, hårsjampo, tannkrem mv. grupperes under: 20.42 Produksjon av parfyme og toalettartikler"
"C.20.5.3.0","Produksjon av eteriske oljer","### Shortname: Produksjon av eteriske oljer

### Notes:
Inkluderer: Omfatter produksjon av ekstrakter av naturlige aromatiske produkter, kunstharpiks og blanding av velluktende produkter til bruk ved produksjon av parfyme og matvarer. Ekskluderer: Produksjon av syntetiske aromatiske produkter grupperes under: 20.14 Produksjon av andre organiske kjemiske råvarer. Produksjon av parfyme, hårsjampo, tannkrem mv. grupperes under: 20.42 Produksjon av parfyme og toalettartikler"
"C.20.5.9","Produksjon av kjemiske produkter ikke nevnt annet sted","### Shortname: Annen kjemisk produksjon

### Notes:
Inkluderer: Omfatter produksjon av fotografiske plater, film, lysømfintlig papir og andre lysømfintlige ikke-eksponerende materialer, kjemiske preparater til fotografisk bruk, gelatin og gelatinderivater, peptoner, peptonderivater, andre proteinstoffer og proteinderivater ikke nevnt annet sted, kjemisk modifiserte oljer og fettstoffer, materialer til bruk ved ferdigbearbeiding av tekstiler og lær, pulver og pastaer til bruk ved bløtlodding, hardlodding eller sveising, stoffer til beising av metall, bearbeidede tilsetningsstoffer til sementer, aktivt kull, smøreoljetilsettinger, bearbeidede gummiakseleratorer, katalysatorer og kjemiske produkter til bruk i industri, antibankemidler, frosthindrende midler, væsker til hydraulisk transmisjon og sammensatte diagnostiske reagensmidler eller laboratoriereagensmidler. Inkluderer også: Omfatter også produksjon av blekk og tusj Ekskluderer: Produksjon av kjemisk definerte produkter i bulk grupperes under hhv.: 20.13 Produksjon av andre uorganiske kjemikalier og 20.14 Produksjon av andre organiske kjemiske råvarer. Produksjon av destillert vann grupperes under: 20.13 Produksjon av andre uorganiske kjemiske råvarer. Produksjon av andre organiske basiskjemikalier grupperes under: 20.14 Produksjon av andre organiske kjemiske råvarer. Produksjon av trykkfarger grupperes under: 20.30 Produksjon av maling og lakk, trykkfarger og tetningsmidler. Produksjon av asfaltbaserte klebemidler grupperes under: 23.99 Produksjon av ikke-metallholdige mineralprodukter ikke nevnt annet sted"
"C.20.5.9.0","Produksjon av kjemiske produkter ikke nevnt annet sted","### Shortname: Annen kjemisk produksjon

### Notes:
Inkluderer: Omfatter produksjon av fotografiske plater, film, lysømfintlig papir og andre lysømfintlige ikke-eksponerende materialer, kjemiske preparater til fotografisk bruk, gelatin og gelatinderivater, peptoner, peptonderivater, andre proteinstoffer og proteinderivater ikke nevnt annet sted, kjemisk modifiserte oljer og fettstoffer, materialer til bruk ved ferdigbearbeiding av tekstiler og lær, pulver og pastaer til bruk ved bløtlodding, hardlodding eller sveising, stoffer til beising av metall, bearbeidede tilsetningsstoffer til sementer, aktivt kull, smøreoljetilsettinger, bearbeidede gummiakseleratorer, katalysatorer og kjemiske produkter til bruk i industri, antibankemidler, frosthindrende midler, væsker til hydraulisk transmisjon og sammensatte diagnostiske reagensmidler eller laboratoriereagensmidler. Inkluderer også: Omfatter også produksjon av blekk og tusj Ekskluderer: Produksjon av kjemisk definerte produkter i bulk grupperes under hhv.: 20.13 Produksjon av andre uorganiske kjemikalier og 20.14 Produksjon av andre organiske kjemiske råvarer. Produksjon av destillert vann grupperes under: 20.13 Produksjon av andre uorganiske kjemiske råvarer. Produksjon av andre organiske basiskjemikalier grupperes under: 20.14 Produksjon av andre organiske kjemiske råvarer. Produksjon av trykkfarger grupperes under: 20.30 Produksjon av maling og lakk, trykkfarger og tetningsmidler. Produksjon av asfaltbaserte klebemidler grupperes under: 23.99 Produksjon av ikke-metallholdige mineralprodukter ikke nevnt annet sted"
"C.20.6","Produksjon av kunstfibrer","### Shortname: Produksjon av kunstfibrer"
"C.20.6.0","Produksjon av kunstfibrer","### Shortname: Produksjon av kunstfibrer

### Notes:
Inkluderer: Omfatter produksjon av tau av syntetiske eller kunstige fibrer, syntetiske eller kunstige stabelfibrer, ikke-kardet, kjemmet eller på annen måte bearbeidet til spinning, syntetisk eller kunstig filamentgarn herunder høystyrkegarn, syntetiske eller kunstige monofilamenter, fibrer eller strimler Ekskluderer: Spinning av syntetiske eller kunstige fibrer grupperes under: 13.10 Bearbeiding og spinning av tekstilfibrer. Produksjon av garn av kunstfibrer grupperes under: 13.10 Bearbeiding og spinning av tekstilfibrer"
"C.20.6.0.0","Produksjon av kunstfibrer","### Shortname: Produksjon av kunstfibrer

### Notes:
Inkluderer: Omfatter produksjon av tau av syntetiske eller kunstige fibrer, syntetiske eller kunstige stabelfibrer, ikke-kardet, kjemmet eller på annen måte bearbeidet til spinning, syntetisk eller kunstig filamentgarn herunder høystyrkegarn, syntetiske eller kunstige monofilamenter, fibrer eller strimler Ekskluderer: Spinning av syntetiske eller kunstige fibrer grupperes under: 13.10 Bearbeiding og spinning av tekstilfibrer. Produksjon av garn av kunstfibrer grupperes under: 13.10 Bearbeiding og spinning av tekstilfibrer"
"C.21","Produksjon av farmasøytiske råvarer og preparater","### Shortname: Farmasøytisk industri

### Notes:
Inkluderer: Omfatter produksjon av farmasøytiske råvarer og farmasøytiske preparater. Inkluderer også: Omfatter også produksjon av kjemiske legemidler og naturmedisin"
